id,topic
1,Quality-focused
2,data-warehouse
3,Robust
4,focus group
5,Operative
6,moderator
7,toolset
8,focus group
9,Seamless
10,data-warehouse
11,array
12,internet solution
13,Polarised
14,multi-state
15,Vision-oriented
16,5th generation
17,product
18,project
19,Profit-focused
20,software
21,alliance
22,Networked
23,structure
24,customer loyalty
25,Configurable
26,discrete
27,Focused
28,Adaptive
29,composite
30,standardization
31,optimizing
32,Polarised
33,Phased
34,intranet
35,collaboration
36,Switchable
37,local area network
38,Pre-emptive
39,24 hour
40,cohesive
41,Extended
42,knowledge base
43,leverage
44,Universal
45,intangible
46,structure
47,alliance
48,Cross-platform
49,radical
50,stable
51,complexity
52,full-range
53,Visionary
54,bifurcated
55,optimizing
56,process improvement
57,well-modulated
58,Visionary
59,Front-line
60,Universal
61,orchestration
62,24/7
63,parallelism
64,holistic
65,tertiary
66,Function-based
67,encryption
68,Optimized
69,Down-sized
70,process improvement
71,Open-architected
72,homogeneous
73,knowledge user
74,empowering
75,Virtual
76,multi-tasking
77,service-desk
78,object-oriented
79,framework
80,background
81,Virtual
82,Ergonomic
83,capability
84,challenge
85,Versatile
86,scalable
87,even-keeled
88,strategy
89,intermediate
90,definition
91,didactic
92,customer loyalty
93,architecture
94,well-modulated
95,hierarchy
96,contextually-based
97,full-range
98,Public-key
99,Fundamental
100,executive
101,client-server
102,website
103,transitional
104,Function-based
105,Visionary
106,customer loyalty
107,mobile
108,synergy
109,Cloned
110,contingency
111,orchestration
112,encryption
113,foreground
114,solution
115,Multi-lateral
116,Robust
117,support
118,firmware
119,superstructure
120,encompassing
121,Re-engineered
122,analyzer
123,mission-critical
124,Assimilated
125,Multi-lateral
126,directional
127,Mandatory
128,demand-driven
129,Implemented
130,human-resource
131,object-oriented
132,Compatible
133,tangible
134,Extended
135,matrices
136,Re-contextualized
137,Cross-group
138,Upgradable
139,needs-based
140,policy
141,paradigm
142,Fundamental
143,Enterprise-wide
144,success
145,customer loyalty
146,Triple-buffered
147,moratorium
148,Polarised
149,Advanced
150,customer loyalty
151,open system
152,strategy
153,high-level
154,web-enabled
155,alliance
156,discrete
157,Profit-focused
158,directional
159,conglomeration
160,5th generation
161,Multi-tiered
162,methodology
163,interface
164,Face to face
165,frame
166,encompassing
167,Mandatory
168,budgetary management
169,task-force
170,Team-oriented
171,extranet
172,reciprocal
173,system-worthy
174,Digitized
175,groupware
176,encompassing
177,approach
178,intangible
179,forecast
180,challenge
181,Function-based
182,Visionary
183,Implemented
184,firmware
185,foreground
186,needs-based
187,national
188,synergy
189,Graphic Interface
190,24/7
191,challenge
192,bottom-line
193,collaboration
194,motivating
195,product
196,web-enabled
197,installation
198,foreground
199,Realigned
200,benchmark
201,budgetary management
202,dynamic
203,User-centric
204,multi-tasking
205,success
206,Fully-configurable
207,interface
208,Multi-lateral
209,extranet
210,superstructure
211,Ergonomic
212,contingency
213,encoding
214,array
215,object-oriented
216,matrix
217,zero tolerance
218,5th generation
219,full-range
220,Open-source
221,zero administration
222,productivity
223,customer loyalty
224,Focused
225,Face to face
226,Phased
227,De-engineered
228,Customizable
229,intangible
230,parallelism
231,functionalities
232,installation
233,responsive
234,application
235,User-friendly
236,Innovative
237,Streamlined
238,model
239,adapter
240,hardware
241,5th generation
242,Adaptive
243,infrastructure
244,Re-contextualized
245,discrete
246,Networked
247,workforce
248,Universal
249,Profit-focused
250,discrete
251,Visionary
252,Reduced
253,Multi-channelled
254,Exclusive
255,analyzing
256,website
257,explicit
258,Ergonomic
259,Cross-platform
260,moratorium
261,foreground
262,info-mediaries
263,Exclusive
264,Function-based
265,Down-sized
266,attitude
267,encryption
268,Realigned
269,Progressive
270,array
271,Profound
272,human-resource
273,product
274,asymmetric
275,homogeneous
276,secondary
277,bi-directional
278,database
279,info-mediaries
280,global
281,function
282,background
283,capability
284,projection
285,frame
286,open system
287,Future-proofed
288,heuristic
289,Total
290,even-keeled
291,model
292,synergy
293,Versatile
294,Managed
295,Progressive
296,initiative
297,Self-enabling
298,disintermediate
299,website
300,infrastructure
301,Front-line
302,human-resource
303,Horizontal
304,actuating
305,moderator
306,secured line
307,algorithm
308,ability
309,web-enabled
310,content-based
311,uniform
312,global
313,modular
314,dynamic
315,Assimilated
316,analyzing
317,intangible
318,Team-oriented
319,needs-based
320,instruction set
321,regional
322,explicit
323,composite
324,flexibility
325,website
326,Automated
327,standardization
328,Customizable
329,service-desk
330,Devolved
331,matrices
332,parallelism
333,client-server
334,local
335,Multi-tiered
336,Reactive
337,systematic
338,holistic
339,Adaptive
340,Centralized
341,approach
342,Team-oriented
343,complexity
344,optimal
345,Open-architected
346,Polarised
347,non-volatile
348,challenge
349,neural-net
350,migration
351,holistic
352,empowering
353,service-desk
354,parallelism
355,intranet
356,24 hour
357,mobile
358,Operative
359,Configurable
360,customer loyalty
361,infrastructure
362,circuit
363,forecast
364,mission-critical
365,Ergonomic
366,Expanded
367,database
368,object-oriented
369,application
370,executive
371,24 hour
372,even-keeled
373,Graphical User Interface
374,challenge
375,intangible
376,throughput
377,Customer-focused
378,Up-sized
379,non-volatile
380,Assimilated
381,Front-line
382,circuit
383,Assimilated
384,matrices
385,Reduced
386,scalable
387,toolset
388,full-range
389,Persistent
390,Seamless
391,project
392,Organic
393,Phased
394,Multi-tiered
395,challenge
396,Focused
397,functionalities
398,non-volatile
399,Optional
400,paradigm
401,heuristic
402,methodology
403,moderator
404,Profound
405,Organic
406,disintermediate
407,Intuitive
408,non-volatile
409,encoding
410,Future-proofed
411,Universal
412,mission-critical
413,demand-driven
414,hybrid
415,mobile
416,secondary
417,user-facing
418,firmware
419,Fundamental
420,Open-architected
421,dedicated
422,stable
423,Realigned
424,didactic
425,Virtual
426,superstructure
427,Profound
428,Universal
429,non-volatile
430,Enhanced
431,object-oriented
432,task-force
433,5th generation
434,framework
435,website
436,knowledge base
437,bottom-line
438,intermediate
439,Up-sized
440,flexibility
441,standardization
442,modular
443,flexibility
444,Ameliorated
445,protocol
446,Reverse-engineered
447,Quality-focused
448,optimizing
449,methodical
450,bandwidth-monitored
451,impactful
452,asymmetric
453,analyzing
454,Balanced
455,dedicated
456,Customizable
457,methodology
458,Configurable
459,optimal
460,extranet
461,next generation
462,grid-enabled
463,Digitized
464,mobile
465,well-modulated
466,migration
467,utilisation
468,grid-enabled
469,Extended
470,knowledge user
471,3rd generation
472,intermediate
473,optimizing
474,Advanced
475,archive
476,Public-key
477,Managed
478,core
479,Right-sized
480,Customer-focused
481,coherent
482,Business-focused
483,explicit
484,capability
485,next generation
486,portal
487,hardware
488,Public-key
489,directional
490,Ergonomic
491,artificial intelligence
492,success
493,framework
494,Business-focused
495,collaboration
496,Multi-tiered
497,methodology
498,bifurcated
499,benchmark
500,open architecture
501,regional
502,3rd generation
503,complexity
504,interface
505,bottom-line
506,conglomeration
507,eco-centric
