id,first_name
1,intranet
2,hierarchy
3,open system
4,User-friendly
5,Quality-focused
6,project
7,knowledge user
8,customer loyalty
9,Multi-channelled
10,algorithm
11,flexibility
12,forecast
13,function
14,Assimilated
15,framework
16,synergy
17,intangible
18,asymmetric
19,national
20,forecast
21,Virtual
22,composite
23,open architecture
24,Integrated
25,encryption
26,4th generation
27,application
28,Optimized
29,parallelism
30,Cloned
31,Cross-platform
32,Public-key
33,knowledge base
34,Re-contextualized
35,transitional
36,superstructure
37,transitional
38,software
39,Multi-channelled
40,coherent
41,groupware
42,analyzing
43,local
44,asynchronous
45,motivating
46,Monitored
47,user-facing
48,benchmark
49,Focused
50,Monitored
51,definition
52,Intuitive
53,groupware
54,content-based
55,Vision-oriented
56,methodical
57,challenge
58,paradigm
59,foreground
60,Innovative
61,website
62,asymmetric
63,leading edge
64,migration
65,Future-proofed
66,knowledge user
67,parallelism
68,archive
69,Organic
70,fresh-thinking
71,Expanded
72,reciprocal
73,extranet
74,customer loyalty
75,circuit
76,approach
77,conglomeration
78,non-volatile
79,Reduced
80,composite
81,Multi-lateral
82,Organized
83,open system
84,task-force
85,Polarised
86,collaboration
87,Up-sized
88,systematic
89,Managed
90,superstructure
91,task-force
92,clear-thinking
93,function
94,function
95,neural-net
96,open system
97,systemic
98,Object-based
99,analyzer
100,Advanced
101,Mandatory
102,alliance
103,well-modulated
104,Robust
105,Exclusive
106,regional
107,Ameliorated
108,Self-enabling
109,paradigm
110,Ergonomic
111,Customizable
112,Object-based
113,clear-thinking
114,Grass-roots
115,projection
116,neural-net
117,dynamic
118,parallelism
119,array
120,Synergistic
121,zero tolerance
122,modular
123,Innovative
124,middleware
125,policy
126,Cloned
127,Monitored
128,matrix
129,artificial intelligence
130,radical
131,encompassing
132,flexibility
133,Exclusive
134,Enterprise-wide
135,Fully-configurable
136,tangible
137,open architecture
138,bi-directional
139,Function-based
140,encryption
141,Vision-oriented
142,success
143,hub
144,asynchronous
145,Configurable
146,solution-oriented
147,installation
148,Triple-buffered
149,Enterprise-wide
150,intangible
151,contextually-based
152,Managed
153,national
154,bi-directional
155,directional
156,methodology
157,functionalities
158,human-resource
159,multimedia
160,De-engineered
161,Team-oriented
162,Extended
163,projection
164,knowledge base
165,executive
166,well-modulated
167,Public-key
168,concept
169,Horizontal
170,hardware
171,contingency
172,disintermediate
173,dedicated
174,national
175,encoding
176,Customizable
177,Devolved
178,model
179,holistic
180,Re-engineered
181,Function-based
182,6th generation
183,Compatible
184,throughput
185,systematic
186,Triple-buffered
187,complexity
188,secondary
189,disintermediate
190,directional
191,homogeneous
192,well-modulated
193,Programmable
194,benchmark
195,homogeneous
196,ability
197,Sharable
198,moderator
199,homogeneous
200,clear-thinking
201,motivating
202,superstructure
203,Right-sized
204,hybrid
205,Polarised
206,solution
207,system engine
208,workforce
209,Fundamental
210,application
211,Devolved
212,Self-enabling
213,data-warehouse
214,capacity
215,Re-engineered
216,Managed
217,Persevering
218,neutral
219,pricing structure
220,core
221,hierarchy
222,even-keeled
223,Organized
224,Seamless
225,needs-based
226,Multi-channelled
227,User-centric
228,User-friendly
229,installation
230,analyzer
231,Cloned
232,encompassing
233,multimedia
234,Fully-configurable
235,clear-thinking
236,4th generation
237,even-keeled
238,Public-key
239,clear-thinking
240,algorithm
241,Distributed
242,open architecture
243,human-resource
244,Future-proofed
245,success
246,asynchronous
247,Versatile
248,modular
249,success
250,productivity
251,Monitored
252,utilisation
253,explicit
254,instruction set
255,Robust
256,internet solution
257,24 hour
258,framework
259,utilisation
260,hardware
261,Persevering
262,disintermediate
263,empowering
264,core
265,Proactive
266,groupware
267,model
268,Vision-oriented
269,interactive
270,leverage
271,Profit-focused
272,Advanced
273,matrix
274,context-sensitive
275,Function-based
276,Assimilated
277,encompassing
278,Persistent
279,workforce
280,Innovative
281,encoding
282,Cloned
283,object-oriented
284,paradigm
285,artificial intelligence
286,Vision-oriented
287,throughput
288,methodology
289,Synergistic
290,Multi-tiered
291,Seamless
292,full-range
293,even-keeled
294,customer loyalty
295,stable
296,Up-sized
297,Progressive
298,Cross-platform
299,pricing structure
300,synergy
301,Ameliorated
302,Innovative
303,dedicated
304,client-driven
305,hardware
306,capability
307,24 hour
308,Triple-buffered
309,forecast
310,frame
311,Adaptive
312,standardization
313,modular
314,Profound
315,client-server
316,Profit-focused
317,Compatible
318,Multi-lateral
319,scalable
320,holistic
321,executive
322,optimal
323,maximized
324,standardization
325,initiative
326,context-sensitive
327,motivating
328,Re-engineered
329,regional
330,algorithm
331,contingency
332,application
333,methodical
334,monitoring
335,fresh-thinking
336,help-desk
337,Public-key
338,utilisation
339,executive
340,system-worthy
341,Self-enabling
342,stable
343,responsive
344,encryption
345,Vision-oriented
346,customer loyalty
347,context-sensitive
348,composite
349,Monitored
350,systematic
351,asynchronous
352,systematic
353,toolset
354,local area network
355,productivity
356,leading edge
357,De-engineered
358,service-desk
359,context-sensitive
360,circuit
361,demand-driven
362,help-desk
363,system-worthy
364,multi-state
365,analyzing
366,encryption
367,Multi-tiered
368,24 hour
369,archive
370,functionalities
371,Customizable
372,tangible
373,asymmetric
374,Synergistic
375,system engine
376,Up-sized
377,Up-sized
378,Grass-roots
379,hybrid
380,Upgradable
381,Right-sized
382,Synergistic
383,motivating
384,zero administration
385,responsive
386,artificial intelligence
387,impactful
388,client-driven
389,hardware
390,hardware
391,framework
392,neutral
393,migration
394,attitude-oriented
395,national
396,multimedia
397,knowledge base
398,algorithm
399,implementation
400,intranet
401,Self-enabling
402,archive
403,strategy
404,encryption
405,Exclusive
406,fault-tolerant
407,Balanced
408,Exclusive
409,empowering
410,Expanded
411,fault-tolerant
412,mobile
413,real-time
414,matrices
415,attitude
416,client-server
417,Down-sized
418,Vision-oriented
419,disintermediate
420,discrete
421,next generation
422,circuit
423,task-force
424,Versatile
425,open architecture
426,intangible
427,Ameliorated
428,tangible
429,bandwidth-monitored
430,bifurcated
431,Adaptive
432,Switchable
433,Devolved
434,Decentralized
435,client-server
436,global
437,explicit
438,Up-sized
439,Versatile
440,Seamless
441,incremental
442,dynamic
443,database
444,infrastructure
445,leading edge
446,Up-sized
447,national
448,forecast
449,artificial intelligence
450,initiative
451,budgetary management
452,Streamlined
453,logistical
454,Front-line
455,software
456,Phased
457,radical
458,database
459,neutral
460,infrastructure
461,zero defect
462,next generation
463,full-range
464,Focused
465,flexibility
466,hybrid
467,Digitized
468,Team-oriented
469,Organized
470,Seamless
471,De-engineered
472,didactic
473,interface
474,attitude-oriented
475,Stand-alone
476,upward-trending
477,Adaptive
478,national
479,Operative
480,value-added
481,Upgradable
482,non-volatile
483,installation
484,impactful
485,knowledge base
486,maximized
487,initiative
488,intermediate
489,incremental
490,system engine
491,utilisation
492,Seamless
493,paradigm
494,Robust
495,Synergistic
496,interactive
497,Enterprise-wide
498,foreground
499,customer loyalty
500,Up-sized
501,service-desk
502,help-desk
503,circuit
504,open architecture
505,value-added
506,client-server
507,emulation
508,Enterprise-wide
509,utilisation
510,Fully-configurable
511,algorithm
512,object-oriented
513,database
514,logistical
515,Balanced
516,Mandatory
517,encryption
518,matrix
519,Open-architected
520,Focused
521,conglomeration
522,alliance
523,Robust
524,dynamic
525,Face to face
526,contingency
527,budgetary management
528,Phased
529,parallelism
530,Business-focused
531,fresh-thinking
532,explicit
533,solution
534,matrices
535,Inverse
536,Optional
537,Enterprise-wide
538,Cross-group
539,needs-based
540,Proactive
541,interface
542,User-centric
543,knowledge user
544,application
545,Public-key
546,Graphic Interface
547,Multi-tiered
548,toolset
549,systematic
550,Ameliorated
551,core
552,user-facing
553,24/7
554,needs-based
555,cohesive
556,De-engineered
557,Multi-layered
558,reciprocal
559,static
560,incremental
561,Configurable
562,workforce
563,analyzer
564,Ameliorated
565,intangible
566,protocol
567,Implemented
568,attitude
569,cohesive
570,structure
571,24 hour
572,secured line
573,array
574,client-driven
575,incremental
576,database
577,leading edge
578,User-friendly
579,hierarchy
580,Streamlined
581,Down-sized
582,open system
583,Multi-layered
584,object-oriented
585,access
586,open system
587,circuit
588,well-modulated
589,User-friendly
590,6th generation
591,non-volatile
592,intranet
593,utilisation
594,mission-critical
595,uniform
596,clear-thinking
597,benchmark
598,object-oriented
599,regional
600,info-mediaries
601,Automated
602,optimal
603,Persevering
604,Extended
605,strategy
606,data-warehouse
607,Realigned
608,protocol
609,Ergonomic
610,asynchronous
611,Profound
612,fresh-thinking
613,regional
614,algorithm
615,hybrid
616,incremental
617,architecture
618,optimal
619,model
620,array
621,Exclusive
622,fault-tolerant
623,attitude-oriented
624,Realigned
625,budgetary management
626,monitoring
627,hybrid
628,Multi-tiered
629,Networked
630,regional
631,Exclusive
632,Intuitive
633,didactic
634,matrices
635,Optimized
636,productivity
637,task-force
638,Integrated
639,flexibility
640,neural-net
641,human-resource
642,Synchronised
643,portal
644,neutral
645,definition
646,monitoring
647,intermediate
648,Graphic Interface
649,needs-based
650,Compatible
651,superstructure
652,capability
653,Face to face
654,Enhanced
655,conglomeration
656,matrices
657,Multi-tiered
658,Focused
659,conglomeration
660,Automated
661,Optional
662,framework
663,explicit
664,model
665,Advanced
666,Automated
667,Multi-lateral
668,executive
669,transitional
670,pricing structure
671,hierarchy
672,User-friendly
673,Enhanced
674,Reduced
675,projection
676,toolset
677,Multi-lateral
678,Graphic Interface
679,multi-state
680,analyzer
681,web-enabled
682,capacity
683,Profit-focused
684,client-server
685,adapter
686,mission-critical
687,Profound
688,Exclusive
689,uniform
690,synergy
691,coherent
