id,topic
1,pricing structure
2,demand-driven
3,tangible
4,intranet
5,asynchronous
6,service-desk
7,Centralized
8,Secured
9,Self-enabling
10,hub
11,Face to face
12,Pre-emptive
13,array
14,Fundamental
15,clear-thinking
16,intranet
17,toolset
18,Multi-channelled
19,bi-directional
20,budgetary management
21,secured line
22,Synchronised
23,scalable
24,Graphic Interface
25,methodology
26,stable
27,Vision-oriented
28,disintermediate
29,architecture
30,capability
31,middleware
32,dedicated
33,bandwidth-monitored
34,Multi-lateral
35,web-enabled
36,real-time
37,architecture
38,Focused
39,human-resource
40,Upgradable
41,moratorium
42,demand-driven
43,mobile
44,system-worthy
45,zero tolerance
46,Realigned
47,Progressive
48,incremental
49,support
50,middleware
51,Proactive
52,paradigm
53,exuding
54,website
55,object-oriented
56,zero tolerance
57,system engine
58,Optional
59,5th generation
60,definition
61,info-mediaries
62,superstructure
63,secondary
64,Realigned
65,encoding
66,Switchable
67,Exclusive
68,focus group
69,Networked
70,task-force
71,analyzer
72,background
73,intangible
74,well-modulated
75,Self-enabling
76,emulation
77,Persevering
78,zero defect
79,methodical
80,Reduced
81,toolset
82,dynamic
83,encryption
84,contingency
85,definition
86,Multi-lateral
87,focus group
88,Implemented
89,neural-net
90,actuating
91,uniform
92,Total
93,Up-sized
94,asynchronous
95,Switchable
96,Triple-buffered
97,moratorium
98,Optional
99,Managed
100,Function-based
101,success
102,Extended
103,productivity
104,Business-focused
105,value-added
106,access
107,next generation
108,parallelism
109,Up-sized
110,24 hour
111,Multi-lateral
112,functionalities
113,Diverse
114,Polarised
115,hub
116,Re-engineered
117,context-sensitive
118,clear-thinking
119,Sharable
120,grid-enabled
121,moratorium
122,impactful
123,instruction set
124,logistical
125,stable
126,User-friendly
127,Pre-emptive
128,firmware
129,content-based
130,budgetary management
131,Organic
132,clear-thinking
133,Upgradable
134,dedicated
135,synergy
136,Digitized
137,projection
138,Synergistic
139,content-based
140,systemic
141,multi-tasking
142,Decentralized
143,methodical
144,multi-tasking
145,application
146,Pre-emptive
147,reciprocal
148,3rd generation
149,groupware
150,multi-tasking
151,disintermediate
152,framework
153,encoding
154,object-oriented
155,Customer-focused
156,Up-sized
157,context-sensitive
158,Synergized
