id,topic
1,alliance
2,Enterprise-wide
3,support
4,Persevering
5,support
6,modular
7,circuit
8,Customizable
9,optimizing
10,Streamlined
11,support
12,infrastructure
13,Phased
14,discrete
15,Customizable
16,concept
17,firmware
18,productivity
19,web-enabled
20,static
21,content-based
22,fault-tolerant
23,structure
24,flexibility
25,asynchronous
26,internet solution
27,user-facing
28,service-desk
29,workforce
30,Stand-alone
31,hierarchy
32,bifurcated
33,Open-source
34,alliance
35,reciprocal
36,Self-enabling
37,Reactive
38,bottom-line
39,circuit
40,productivity
41,Exclusive
42,migration
43,Open-architected
44,attitude-oriented
45,portal
46,Streamlined
47,infrastructure
48,function
49,Synchronised
50,Pre-emptive
51,Compatible
52,Progressive
53,matrices
54,Intuitive
55,bandwidth-monitored
56,paradigm
57,Virtual
58,ability
59,Networked
60,exuding
61,product
62,discrete
63,Focused
64,Enterprise-wide
65,background
66,Right-sized
67,mobile
68,archive
69,intranet
70,orchestration
71,Face to face
72,contextually-based
73,Customer-focused
74,approach
75,Proactive
76,didactic
77,customer loyalty
78,global
79,Reduced
80,web-enabled
81,heuristic
82,Assimilated
83,encoding
84,grid-enabled
85,hybrid
86,bi-directional
87,Assimilated
88,optimizing
89,logistical
90,dynamic
91,full-range
92,client-driven
93,bi-directional
94,solution-oriented
95,core
96,attitude-oriented
97,national
98,24/7
99,human-resource
100,homogeneous
101,radical
102,encoding
103,projection
104,Managed
105,Organized
106,value-added
107,tangible
108,object-oriented
109,flexibility
110,contextually-based
111,stable
112,Innovative
113,Multi-lateral
114,4th generation
115,De-engineered
116,Vision-oriented
117,mission-critical
118,national
119,migration
120,empowering
121,object-oriented
122,bi-directional
123,open system
124,stable
125,Graphic Interface
126,installation
127,capacity
128,Diverse
129,open system
130,data-warehouse
131,leading edge
132,firmware
133,24/7
134,systematic
135,website
136,Open-architected
137,frame
138,alliance
139,benchmark
140,database
141,Customer-focused
142,architecture
143,function
144,neutral
145,installation
146,moratorium
147,Enhanced
148,Adaptive
149,definition
150,adapter
151,Ergonomic
152,paradigm
153,encompassing
154,even-keeled
155,executive
156,Fundamental
157,local
158,composite
159,Decentralized
160,installation
161,Triple-buffered
162,high-level
163,Optional
164,orchestration
165,analyzer
166,open system
167,neutral
168,model
169,transitional
170,optimal
171,attitude
172,database
173,De-engineered
174,functionalities
175,strategy
176,disintermediate
177,Business-focused
178,Visionary
179,attitude
180,database
181,Organized
182,non-volatile
183,synergy
184,eco-centric
185,Assimilated
186,function
187,Distributed
188,systemic
189,Triple-buffered
190,Persevering
191,foreground
192,Compatible
193,Quality-focused
194,analyzer
195,process improvement
196,context-sensitive
197,challenge
198,eco-centric
199,Upgradable
200,internet solution
201,systemic
202,capability
203,Switchable
204,leading edge
205,Self-enabling
206,methodical
207,Ergonomic
208,User-friendly
209,Automated
210,Robust
211,intangible
212,installation
213,Total
214,asynchronous
215,portal
216,success
217,secondary
218,service-desk
219,algorithm
220,frame
221,explicit
222,hierarchy
223,workforce
224,database
225,groupware
226,Integrated
227,Synergized
228,multimedia
229,Focused
230,Virtual
231,empowering
232,methodology
233,stable
234,leading edge
235,Multi-layered
236,Distributed
237,database
238,Versatile
239,Pre-emptive
240,clear-thinking
241,benchmark
242,service-desk
243,asymmetric
244,standardization
245,intangible
246,solution-oriented
247,Organic
248,array
249,directional
250,Synergistic
251,Inverse
252,24 hour
253,alliance
254,homogeneous
255,methodology
256,Versatile
257,Profound
258,attitude-oriented
259,superstructure
260,Triple-buffered
261,User-friendly
262,Up-sized
263,focus group
264,Quality-focused
265,policy
266,Centralized
267,benchmark
268,3rd generation
269,real-time
270,Profound
271,contingency
272,Managed
273,context-sensitive
274,Automated
275,utilisation
276,implementation
277,secondary
278,tertiary
279,high-level
280,system-worthy
281,model
282,contextually-based
283,4th generation
284,impactful
285,Business-focused
286,Enterprise-wide
287,Mandatory
288,content-based
289,database
290,Synchronised
291,strategy
292,exuding
293,User-friendly
294,context-sensitive
295,capability
296,framework
297,Networked
298,Ergonomic
299,customer loyalty
300,Up-sized
301,Persevering
302,zero defect
303,portal
304,Fundamental
305,Team-oriented
306,Profound
307,5th generation
308,Enhanced
309,Synergistic
310,Down-sized
311,Self-enabling
312,Team-oriented
313,Up-sized
314,circuit
315,encoding
316,asynchronous
317,help-desk
318,even-keeled
319,algorithm
320,intermediate
321,Integrated
322,Seamless
323,info-mediaries
324,system engine
325,Reactive
326,Synchronised
327,uniform
328,Reverse-engineered
329,Future-proofed
330,motivating
331,attitude
332,Polarised
333,Switchable
334,tangible
335,eco-centric
336,zero administration
337,knowledge user
338,6th generation
339,stable
340,fresh-thinking
341,interactive
342,uniform
343,firmware
344,asynchronous
345,Robust
346,Automated
347,Vision-oriented
348,Phased
349,data-warehouse
350,data-warehouse
351,Open-source
352,Multi-channelled
353,Quality-focused
354,Organized
355,Switchable
356,asynchronous
357,open system
358,service-desk
359,responsive
360,multimedia
361,transitional
362,success
363,Triple-buffered
364,functionalities
365,hub
366,intangible
367,Extended
368,hybrid
369,collaboration
370,coherent
371,explicit
372,Triple-buffered
373,Self-enabling
374,benchmark
375,Cloned
376,web-enabled
377,exuding
378,encompassing
379,attitude
380,project
381,attitude
382,Universal
383,transitional
384,mobile
385,Automated
386,capacity
387,success
388,systemic
389,executive
390,data-warehouse
391,User-centric
392,Profound
393,Horizontal
394,Optimized
395,client-driven
396,functionalities
397,regional
