id,topic
1,Innovative
2,Switchable
3,structure
4,system-worthy
5,policy
6,Horizontal
7,Compatible
8,Grass-roots
9,disintermediate
10,solution-oriented
11,migration
12,multi-tasking
13,Stand-alone
14,radical
15,needs-based
16,holistic
17,Graphical User Interface
18,Reverse-engineered
19,Diverse
20,secondary
21,implementation
22,disintermediate
23,value-added
24,Cloned
25,Digitized
26,ability
27,middleware
28,encoding
29,Object-based
30,workforce
31,Enterprise-wide
32,tangible
33,logistical
34,superstructure
35,Robust
36,synergy
37,hardware
38,Ameliorated
39,zero administration
40,Focused
41,orchestration
42,forecast
43,Realigned
44,hybrid
45,hub
46,client-server
47,core
48,Vision-oriented
49,Open-source
50,Customizable
51,Business-focused
52,stable
53,initiative
54,needs-based
55,task-force
56,Reduced
57,complexity
58,interface
59,Graphic Interface
60,access
61,local
62,Enterprise-wide
63,Profit-focused
64,Synergized
65,neural-net
66,Switchable
67,Diverse
68,logistical
69,intermediate
70,framework
71,Robust
72,projection
73,open architecture
74,portal
75,24/7
76,systematic
77,Grass-roots
78,matrices
79,empowering
80,open architecture
81,empowering
82,multimedia
83,Re-engineered
84,attitude-oriented
85,leverage
86,hierarchy
87,focus group
88,attitude
89,Face to face
90,attitude-oriented
91,real-time
92,bottom-line
93,Future-proofed
94,archive
95,open system
96,Assimilated
97,neural-net
98,Universal
99,Multi-lateral
100,hybrid
101,monitoring
102,demand-driven
103,instruction set
104,website
105,firmware
106,Centralized
107,Horizontal
108,Fundamental
109,needs-based
110,artificial intelligence
111,Exclusive
112,alliance
113,hub
114,4th generation
115,multimedia
116,alliance
117,client-server
118,Public-key
119,methodology
120,complexity
121,contingency
122,background
123,Customizable
124,Networked
125,software
126,stable
127,Decentralized
128,real-time
129,pricing structure
130,interface
131,reciprocal
132,Advanced
133,Cloned
134,Cross-platform
135,Upgradable
136,Adaptive
137,neural-net
138,national
139,Operative
140,Diverse
141,heuristic
142,Universal
143,Operative
144,solution
145,5th generation
146,interactive
147,Vision-oriented
148,Horizontal
149,Advanced
150,radical
151,local
152,Devolved
153,Multi-layered
154,executive
155,leverage
156,Profit-focused
157,explicit
158,Persevering
159,paradigm
160,frame
161,intangible
162,Cloned
163,Pre-emptive
164,function
165,Seamless
166,Cloned
167,tangible
168,Persistent
169,bifurcated
170,multimedia
171,Managed
172,exuding
173,Seamless
174,static
175,Organic
176,Visionary
177,Inverse
178,multi-state
179,Secured
180,User-centric
181,synergy
182,content-based
183,Centralized
184,Future-proofed
185,background
186,workforce
187,utilisation
188,productivity
189,analyzer
190,zero tolerance
191,groupware
192,content-based
193,Customer-focused
194,foreground
195,methodical
196,utilisation
197,utilisation
198,hybrid
199,structure
200,capacity
201,capacity
202,radical
203,eco-centric
204,archive
205,Graphical User Interface
206,superstructure
207,task-force
208,foreground
209,Profit-focused
210,system engine
211,3rd generation
