id,topic
1,actuating
2,Pre-emptive
3,Innovative
4,Organized
5,dedicated
6,zero administration
7,disintermediate
8,transitional
9,object-oriented
10,Devolved
11,encompassing
12,focus group
13,firmware
14,circuit
15,analyzer
16,solution
17,homogeneous
18,optimal
19,Customer-focused
20,bifurcated
21,hybrid
22,Horizontal
23,clear-thinking
24,Enterprise-wide
25,radical
26,circuit
27,leading edge
28,composite
29,object-oriented
30,forecast
31,demand-driven
32,emulation
33,info-mediaries
34,Inverse
35,Decentralized
36,didactic
37,hierarchy
38,multi-state
39,forecast
40,open architecture
41,Profound
42,Upgradable
43,holistic
44,process improvement
45,grid-enabled
46,concept
47,Expanded
48,optimal
49,5th generation
50,Self-enabling
51,system-worthy
52,scalable
53,contextually-based
54,complexity
55,Self-enabling
56,extranet
57,solution
58,budgetary management
59,tertiary
60,archive
61,Cross-group
62,Adaptive
63,leverage
64,process improvement
65,Managed
66,challenge
67,foreground
68,secured line
69,Virtual
70,fresh-thinking
71,conglomeration
72,Virtual
73,Public-key
74,Implemented
75,Vision-oriented
76,customer loyalty
77,Cross-platform
78,mobile
79,needs-based
80,task-force
81,Devolved
82,background
83,systematic
84,interface
85,leading edge
86,ability
87,projection
88,optimizing
89,Configurable
90,local area network
91,systemic
92,cohesive
93,frame
94,user-facing
95,Devolved
96,leverage
97,hardware
98,approach
99,knowledge user
100,Graphic Interface
101,alliance
102,solution
103,foreground
104,attitude-oriented
105,time-frame
106,Multi-lateral
107,matrix
108,Optional
109,strategy
110,software
111,Fully-configurable
112,hybrid
113,Distributed
114,bifurcated
115,Optimized
116,moderator
117,contextually-based
118,De-engineered
119,throughput
120,Innovative
121,motivating
122,Universal
123,info-mediaries
124,web-enabled
125,Inverse
126,transitional
127,open architecture
128,encryption
129,moderator
130,emulation
131,collaboration
132,superstructure
133,dedicated
134,Centralized
135,web-enabled
136,leading edge
137,moderator
138,extranet
139,demand-driven
140,orchestration
141,hybrid
142,Front-line
143,multi-tasking
144,Self-enabling
145,mission-critical
146,optimizing
147,knowledge base
148,Re-contextualized
149,Inverse
150,hardware
151,encompassing
152,complexity
153,multi-tasking
154,Balanced
155,Progressive
156,matrices
157,emulation
158,contingency
159,methodical
160,Triple-buffered
161,systematic
162,global
163,clear-thinking
164,product
165,Fully-configurable
166,complexity
167,monitoring
168,uniform
169,intermediate
170,Synergistic
171,synergy
172,Virtual
173,Profit-focused
174,non-volatile
175,User-friendly
176,intermediate
177,holistic
178,Up-sized
179,projection
180,Extended
181,flexibility
182,Implemented
183,Multi-channelled
184,mobile
185,software
186,analyzing
187,disintermediate
