id,topic
1,open architecture
2,non-volatile
3,Realigned
4,attitude-oriented
5,3rd generation
6,Persevering
7,explicit
8,secondary
9,leverage
10,encoding
11,Stand-alone
12,encryption
13,website
14,asynchronous
15,Multi-tiered
16,solution-oriented
17,website
18,scalable
19,emulation
20,national
21,conglomeration
22,even-keeled
23,optimal
24,analyzing
25,alliance
26,orchestration
27,full-range
28,system engine
29,Multi-channelled
30,tertiary
31,24 hour
32,content-based
33,Phased
34,system engine
35,emulation
36,Total
37,structure
38,Ergonomic
39,upward-trending
40,motivating
41,scalable
42,Cloned
43,Polarised
44,parallelism
45,mission-critical
46,Robust
47,Profit-focused
48,Automated
49,ability
50,open architecture
51,Multi-channelled
52,Enhanced
53,software
54,Multi-tiered
55,capability
56,complexity
57,intermediate
58,24 hour
59,emulation
60,benchmark
61,User-centric
62,systemic
63,static
64,object-oriented
65,Visionary
66,bandwidth-monitored
67,next generation
68,system engine
69,Customer-focused
70,flexibility
71,Monitored
72,User-friendly
73,Secured
74,definition
75,Profound
76,Operative
77,Function-based
78,attitude-oriented
79,secured line
80,Fundamental
81,Total
82,conglomeration
83,system engine
84,budgetary management
85,User-centric
86,needs-based
87,Universal
88,Sharable
89,bottom-line
90,eco-centric
91,homogeneous
92,intangible
93,Front-line
94,bi-directional
95,hardware
96,adapter
97,Re-engineered
98,concept
99,portal
100,challenge
101,human-resource
102,Programmable
103,logistical
104,grid-enabled
105,disintermediate
106,Persistent
107,solution-oriented
108,attitude
109,utilisation
110,Cross-group
111,core
112,multimedia
113,background
114,Profit-focused
115,Re-contextualized
116,data-warehouse
117,frame
118,approach
119,fault-tolerant
120,Business-focused
121,radical
122,toolset
123,open system
124,parallelism
125,contextually-based
126,Future-proofed
127,multi-tasking
128,strategy
129,contingency
130,Streamlined
131,Extended
132,fault-tolerant
133,asymmetric
134,bandwidth-monitored
135,Customizable
136,Innovative
137,leverage
138,full-range
139,Upgradable
140,Programmable
141,Graphic Interface
142,policy
143,solution-oriented
144,motivating
145,Inverse
146,knowledge base
147,architecture
148,Right-sized
149,Exclusive
150,holistic
151,Profound
152,Vision-oriented
153,systematic
154,Integrated
155,extranet
156,content-based
157,optimizing
158,ability
159,Public-key
160,intangible
161,definition
162,hardware
163,next generation
164,projection
165,Advanced
166,hierarchy
167,Multi-lateral
168,Ameliorated
169,demand-driven
170,toolset
171,Networked
172,workforce
173,Adaptive
174,framework
175,customer loyalty
176,solution-oriented
177,matrix
178,3rd generation
179,encryption
180,disintermediate
181,attitude-oriented
182,fresh-thinking
183,tertiary
184,local area network
185,systematic
186,Diverse
187,logistical
188,3rd generation
189,Realigned
190,cohesive
191,web-enabled
192,monitoring
193,optimizing
194,Reactive
195,info-mediaries
196,responsive
197,Ergonomic
198,Customizable
199,reciprocal
200,ability
201,Reduced
202,extranet
203,Reduced
204,Enhanced
205,homogeneous
206,Switchable
207,zero administration
208,productivity
209,grid-enabled
210,groupware
211,service-desk
212,Front-line
213,coherent
214,definition
215,4th generation
216,Decentralized
217,Configurable
218,Sharable
219,system-worthy
220,mobile
221,Expanded
222,zero tolerance
223,Mandatory
224,analyzing
225,24/7
226,real-time
227,national
228,composite
229,Advanced
230,dynamic
231,emulation
232,maximized
233,firmware
234,encoding
235,infrastructure
236,archive
237,superstructure
238,capacity
239,6th generation
240,Customer-focused
241,standardization
242,directional
243,Balanced
244,clear-thinking
245,background
246,logistical
247,architecture
248,workforce
249,Multi-lateral
250,protocol
251,complexity
252,task-force
253,24/7
254,projection
255,core
256,Distributed
257,Switchable
258,Team-oriented
259,complexity
260,Polarised
261,flexibility
262,actuating
263,bi-directional
264,Triple-buffered
265,challenge
266,framework
267,Seamless
268,coherent
269,product
270,architecture
271,regional
272,impactful
273,explicit
274,monitoring
275,tertiary
276,Automated
277,directional
278,artificial intelligence
279,fault-tolerant
280,Stand-alone
281,concept
282,focus group
283,Pre-emptive
284,discrete
285,Grass-roots
286,holistic
287,Optimized
288,Distributed
289,zero defect
290,utilisation
291,global
292,Open-architected
293,tertiary
294,middleware
295,Decentralized
296,next generation
297,Innovative
298,composite
299,website
300,middleware
301,system-worthy
302,database
303,initiative
304,Quality-focused
305,Quality-focused
306,Business-focused
307,task-force
308,global
309,toolset
310,empowering
311,homogeneous
312,modular
313,mobile
314,Vision-oriented
315,capacity
316,bottom-line
317,firmware
318,Public-key
319,multimedia
320,Programmable
321,Polarised
322,contextually-based
323,Compatible
324,paradigm
325,stable
326,Optimized
327,methodical
328,local area network
329,emulation
330,flexibility
331,leverage
332,monitoring
333,context-sensitive
334,Progressive
335,demand-driven
336,Monitored
337,Persistent
338,open system
339,software
340,Proactive
341,info-mediaries
342,functionalities
343,complexity
344,Phased
345,maximized
346,client-server
347,analyzer
348,zero administration
349,uniform
350,needs-based
351,Integrated
352,solution
353,Ergonomic
354,disintermediate
355,encoding
356,Open-source
357,array
358,orchestration
359,artificial intelligence
360,middleware
361,Open-architected
362,Re-engineered
363,application
364,Multi-lateral
365,Streamlined
366,leverage
367,Networked
368,zero administration
369,task-force
370,Robust
371,Reverse-engineered
372,artificial intelligence
373,Fundamental
374,interface
375,strategy
376,global
377,methodology
378,homogeneous
379,uniform
380,infrastructure
381,capability
382,secondary
383,conglomeration
384,Monitored
385,multi-state
386,initiative
387,Customer-focused
388,hybrid
389,groupware
390,high-level
391,Operative
392,regional
393,interface
394,discrete
395,Multi-lateral
396,workforce
397,bi-directional
398,architecture
399,toolset
400,zero defect
401,context-sensitive
402,encompassing
403,disintermediate
404,Fully-configurable
405,Proactive
406,analyzer
407,Visionary
408,Secured
409,Balanced
410,Synergized
411,budgetary management
412,clear-thinking
413,didactic
414,Decentralized
415,Integrated
416,implementation
417,secured line
418,installation
419,content-based
420,middleware
421,non-volatile
422,intangible
423,Realigned
424,intangible
425,coherent
426,client-driven
427,Exclusive
428,encompassing
429,next generation
430,methodology
431,neural-net
432,Exclusive
433,well-modulated
434,open system
435,encoding
436,Advanced
437,Optimized
438,algorithm
439,Secured
440,zero tolerance
441,open architecture
442,Vision-oriented
443,Assimilated
444,foreground
445,Reactive
446,reciprocal
447,bandwidth-monitored
448,Future-proofed
449,intermediate
450,actuating
451,homogeneous
452,national
453,static
454,info-mediaries
455,methodology
456,service-desk
457,success
458,middleware
459,Inverse
460,flexibility
461,grid-enabled
462,complexity
463,Exclusive
464,toolset
465,policy
466,reciprocal
467,interactive
468,Triple-buffered
469,hub
470,info-mediaries
471,client-server
472,initiative
473,architecture
474,matrices
475,intranet
476,matrix
477,open architecture
478,open system
479,ability
480,Face to face
481,Synchronised
482,solution-oriented
483,knowledge user
484,Cross-platform
485,3rd generation
486,array
487,Managed
488,intranet
489,Optimized
490,portal
491,Digitized
492,help-desk
493,systemic
494,neutral
495,Multi-layered
496,Polarised
497,Cross-platform
498,Reverse-engineered
499,Reactive
500,Digitized
501,task-force
502,open architecture
503,full-range
504,transitional
505,toolset
506,budgetary management
507,Object-based
508,Upgradable
509,analyzing
510,Profit-focused
511,Function-based
512,Expanded
513,open architecture
514,Grass-roots
515,Persistent
516,Advanced
517,knowledge base
518,workforce
519,time-frame
520,maximized
521,Upgradable
522,Visionary
523,hybrid
524,User-friendly
525,product
526,national
527,24/7
528,neural-net
529,Reduced
530,methodical
531,discrete
532,Devolved
533,Reactive
534,Front-line
535,Fundamental
536,clear-thinking
537,installation
538,impactful
539,background
540,discrete
541,website
542,protocol
543,optimizing
544,Mandatory
545,standardization
546,Monitored
547,attitude
548,Re-contextualized
549,benchmark
550,Polarised
551,Reduced
552,Distributed
553,Persistent
554,maximized
555,Future-proofed
556,throughput
557,structure
558,software
559,actuating
560,Front-line
561,definition
562,bi-directional
563,solution-oriented
564,Multi-tiered
565,User-friendly
566,bi-directional
567,software
568,hierarchy
569,Devolved
570,benchmark
571,productivity
572,multi-state
573,Digitized
574,Devolved
575,maximized
576,Multi-channelled
577,Optimized
578,Public-key
579,Upgradable
580,maximized
581,forecast
582,analyzing
583,forecast
584,bottom-line
585,framework
586,algorithm
587,Fully-configurable
588,scalable
589,secured line
590,Multi-channelled
591,Organic
592,Diverse
593,Persistent
594,secondary
595,throughput
596,User-friendly
597,dynamic
598,empowering
599,Reactive
600,cohesive
601,interactive
602,challenge
603,User-centric
604,Re-engineered
605,ability
606,portal
607,composite
608,Multi-tiered
609,Automated
610,Ameliorated
611,task-force
612,human-resource
613,homogeneous
614,exuding
615,heuristic
616,Team-oriented
617,Proactive
618,Up-sized
619,transitional
620,Programmable
621,initiative
622,contextually-based
623,emulation
624,6th generation
625,encoding
626,capacity
627,secondary
628,Face to face
629,exuding
630,background
631,hardware
632,Integrated
633,content-based
634,exuding
635,pricing structure
636,groupware
637,homogeneous
638,high-level
639,functionalities
640,discrete
641,Centralized
642,Networked
643,throughput
644,Triple-buffered
645,Graphical User Interface
646,full-range
647,instruction set
648,24 hour
649,portal
650,radical
651,Diverse
652,product
653,open architecture
654,algorithm
655,synergy
656,needs-based
657,contingency
658,Monitored
659,Customer-focused
660,matrix
661,transitional
662,Compatible
663,frame
664,system-worthy
665,intangible
666,multi-tasking
667,methodical
668,Adaptive
669,modular
670,utilisation
671,application
672,Up-sized
673,flexibility
674,grid-enabled
675,support
676,analyzing
677,budgetary management
678,maximized
679,Cloned
680,Triple-buffered
681,dedicated
682,Multi-layered
683,contingency
684,composite
685,leading edge
686,reciprocal
687,fault-tolerant
688,throughput
689,motivating
690,object-oriented
691,Organic
692,Synergistic
693,solution
694,Synchronised
695,groupware
696,multi-tasking
697,explicit
698,Visionary
699,Cross-group
700,data-warehouse
701,Virtual
702,User-centric
703,infrastructure
704,Optimized
705,optimizing
706,Horizontal
707,Organic
708,Devolved
709,next generation
710,Innovative
711,dedicated
712,Extended
713,project
714,emulation
715,Optional
716,matrices
717,reciprocal
718,orchestration
719,object-oriented
720,definition
721,human-resource
722,toolset
723,website
724,Universal
725,Managed
726,knowledge user
727,Upgradable
728,attitude
729,emulation
730,hierarchy
731,5th generation
732,methodical
733,web-enabled
734,reciprocal
735,Devolved
736,system engine
737,help-desk
738,real-time
739,Devolved
740,Ameliorated
741,portal
742,Grass-roots
743,upward-trending
744,moderator
745,empowering
746,24 hour
747,installation
748,array
749,Devolved
750,non-volatile
751,Enhanced
752,Operative
753,system-worthy
754,Devolved
755,exuding
756,Multi-layered
757,interactive
758,zero defect
759,4th generation
760,Organized
761,model
762,systemic
763,intranet
764,executive
765,bi-directional
766,function
767,context-sensitive
768,project
769,eco-centric
770,maximized
771,5th generation
772,Re-contextualized
773,Total
774,moratorium
775,transitional
776,holistic
777,Right-sized
778,real-time
779,Persevering
780,upward-trending
781,Open-source
782,Reverse-engineered
783,budgetary management
784,modular
785,Seamless
786,client-server
787,even-keeled
788,Adaptive
789,dynamic
790,functionalities
791,motivating
792,Total
793,tertiary
794,info-mediaries
795,Visionary
796,next generation
797,hub
798,full-range
799,Synergistic
800,multi-state
801,orchestration
802,hierarchy
803,De-engineered
804,foreground
