id,topic
1,Total
2,Open-source
3,Reactive
4,definition
5,Multi-lateral
6,protocol
7,approach
8,Stand-alone
9,Devolved
10,Graphic Interface
11,executive
12,Expanded
13,exuding
14,flexibility
15,holistic
16,Integrated
17,Synchronised
18,neural-net
19,Quality-focused
20,secured line
21,zero tolerance
22,matrix
23,Customizable
24,Synergistic
25,client-server
26,Phased
27,orchestration
28,circuit
29,Decentralized
30,neural-net
31,Open-architected
32,explicit
33,4th generation
34,Focused
35,User-friendly
36,access
37,alliance
38,Robust
39,next generation
40,structure
41,logistical
42,secondary
43,system-worthy
44,human-resource
45,utilisation
46,Cross-group
47,well-modulated
48,Enterprise-wide
49,neutral
50,actuating
51,Organic
52,Progressive
53,Function-based
54,tangible
55,functionalities
56,solution
57,Implemented
58,Function-based
59,capability
60,demand-driven
61,framework
62,Intuitive
63,Versatile
64,Implemented
65,Synergized
66,Fully-configurable
67,full-range
68,demand-driven
69,Synergistic
70,upward-trending
71,customer loyalty
72,service-desk
73,Cross-group
74,Reduced
75,utilisation
76,concept
77,optimizing
78,contextually-based
79,moderator
80,firmware
81,Graphical User Interface
82,secondary
83,secondary
84,eco-centric
85,Fundamental
86,exuding
87,client-server
88,high-level
89,projection
90,projection
91,coherent
92,optimal
93,function
94,regional
95,zero administration
96,customer loyalty
97,encompassing
98,value-added
99,user-facing
100,Devolved
101,Fundamental
102,mission-critical
103,projection
104,directional
105,service-desk
106,Programmable
107,challenge
108,Total
109,systematic
110,Multi-tiered
111,Extended
112,encryption
113,time-frame
114,empowering
115,Expanded
116,non-volatile
117,Organic
118,logistical
119,Centralized
120,national
121,transitional
122,systemic
123,Re-engineered
124,extranet
125,Vision-oriented
126,application
127,methodical
128,alliance
129,optimal
130,info-mediaries
131,customer loyalty
132,time-frame
133,even-keeled
134,software
135,moderator
136,Profit-focused
137,object-oriented
138,Phased
139,Monitored
140,Fully-configurable
141,archive
142,Devolved
143,database
144,Adaptive
145,regional
146,intranet
147,groupware
148,synergy
149,data-warehouse
150,systematic
151,composite
152,system engine
153,projection
154,portal
155,implementation
156,Visionary
157,maximized
158,moratorium
159,groupware
160,Versatile
161,Persevering
162,eco-centric
163,task-force
164,contextually-based
165,mission-critical
166,algorithm
167,bifurcated
168,clear-thinking
169,protocol
170,framework
171,alliance
172,non-volatile
173,installation
174,executive
175,solution
176,Persevering
177,Customizable
178,mobile
179,Cross-group
180,needs-based
181,Diverse
182,Proactive
183,explicit
184,Synchronised
185,Extended
186,Multi-channelled
187,Persistent
188,User-centric
189,6th generation
190,leverage
191,open system
192,User-friendly
193,object-oriented
194,methodology
195,intermediate
196,Focused
197,holistic
198,systematic
199,Ergonomic
200,process improvement
201,value-added
202,encoding
203,coherent
204,eco-centric
205,core
206,Quality-focused
207,Focused
208,maximized
209,system engine
210,website
211,local area network
212,matrix
213,Cloned
214,tertiary
215,Future-proofed
216,Persevering
217,6th generation
218,Grass-roots
219,project
220,incremental
221,model
222,3rd generation
223,strategy
224,extranet
225,Expanded
226,synergy
227,cohesive
228,multimedia
229,portal
230,3rd generation
231,Organic
232,project
233,definition
234,support
235,Right-sized
236,local area network
237,flexibility
238,Assimilated
239,Advanced
240,3rd generation
241,database
242,Innovative
243,Public-key
244,Synchronised
245,24/7
246,4th generation
247,Integrated
248,open system
249,bandwidth-monitored
250,projection
251,focus group
252,Multi-lateral
253,open system
254,implementation
255,Enterprise-wide
256,Operative
257,De-engineered
258,Expanded
259,Ameliorated
260,Organized
261,intangible
262,access
263,Persevering
264,demand-driven
265,Assimilated
266,transitional
267,ability
268,Programmable
269,Diverse
270,framework
271,3rd generation
272,attitude-oriented
273,Pre-emptive
274,neutral
275,adapter
276,Quality-focused
277,workforce
278,flexibility
279,Multi-lateral
280,flexibility
281,Secured
282,standardization
283,Optional
284,static
285,archive
286,artificial intelligence
287,capability
288,frame
289,Decentralized
290,standardization
291,Vision-oriented
292,Down-sized
293,algorithm
294,attitude-oriented
295,website
296,solution
297,attitude
298,responsive
299,Polarised
300,fault-tolerant
