id,first_name
1,Reactive
2,local
3,architecture
4,stable
5,budgetary management
6,Customizable
7,contextually-based
8,system engine
9,encoding
10,solution-oriented
11,24 hour
12,hybrid
13,time-frame
14,solution-oriented
15,parallelism
16,fault-tolerant
17,asynchronous
18,matrices
19,capacity
20,Enhanced
21,adapter
22,didactic
23,Networked
24,dynamic
25,needs-based
26,migration
27,incremental
28,hybrid
29,emulation
30,Intuitive
31,hybrid
32,Self-enabling
33,client-driven
34,Up-sized
35,intermediate
36,5th generation
37,support
38,non-volatile
39,system engine
40,contextually-based
41,Customer-focused
42,Business-focused
43,static
44,interface
45,neural-net
46,focus group
47,Distributed
48,Object-based
49,Object-based
50,attitude-oriented
51,exuding
52,holistic
53,architecture
54,Public-key
55,help-desk
56,Switchable
57,software
58,Implemented
59,functionalities
60,Programmable
61,monitoring
62,Reverse-engineered
63,Optimized
64,Implemented
65,hierarchy
66,dedicated
67,internet solution
68,encryption
69,24/7
70,architecture
71,Intuitive
72,circuit
73,methodical
74,Optimized
75,ability
76,Ergonomic
77,system-worthy
78,Automated
79,disintermediate
80,Quality-focused
81,global
82,task-force
83,interface
84,internet solution
85,Pre-emptive
86,multi-tasking
87,monitoring
88,framework
89,bi-directional
90,real-time
91,full-range
92,Right-sized
93,knowledge base
94,monitoring
95,uniform
96,cohesive
97,Adaptive
98,intermediate
99,superstructure
100,Persevering
101,Sharable
102,actuating
103,Multi-lateral
104,local area network
105,process improvement
106,bandwidth-monitored
107,Self-enabling
108,groupware
109,5th generation
110,interactive
111,needs-based
112,system-worthy
113,synergy
114,local area network
115,toolset
116,Total
117,Progressive
118,Realigned
119,portal
120,systemic
121,Re-contextualized
122,Advanced
123,Triple-buffered
124,asymmetric
125,Monitored
126,emulation
127,hierarchy
128,Graphic Interface
129,heuristic
130,groupware
131,De-engineered
132,Upgradable
133,Operative
134,Self-enabling
135,global
136,Stand-alone
137,exuding
138,multi-tasking
139,well-modulated
140,Switchable
141,maximized
142,intranet
143,Extended
144,algorithm
145,Fully-configurable
146,matrices
147,Optional
148,Innovative
149,web-enabled
150,support
151,orchestration
152,logistical
153,throughput
154,cohesive
155,composite
156,Up-sized
157,Horizontal
158,leading edge
159,Customer-focused
160,actuating
161,Profit-focused
162,Ergonomic
163,executive
164,bifurcated
165,Balanced
166,Multi-layered
167,intangible
168,protocol
169,Switchable
170,functionalities
171,zero administration
172,capability
173,approach
174,service-desk
175,installation
176,Persistent
177,zero administration
178,modular
179,structure
180,transitional
181,motivating
182,Grass-roots
183,full-range
184,disintermediate
185,flexibility
186,moratorium
187,mission-critical
188,framework
189,disintermediate
190,foreground
191,application
192,even-keeled
193,Persevering
194,benchmark
195,system engine
196,logistical
197,De-engineered
198,Decentralized
199,adapter
200,3rd generation
201,Profit-focused
202,24/7
203,Open-architected
204,Upgradable
205,Graphical User Interface
206,algorithm
207,knowledge base
208,interface
209,Business-focused
210,human-resource
211,De-engineered
212,fault-tolerant
213,multi-state
214,real-time
215,motivating
216,projection
217,policy
218,secured line
219,Cloned
220,Graphical User Interface
221,support
222,upward-trending
223,contingency
224,solution
225,Expanded
226,Diverse
227,strategy
228,help-desk
229,model
230,systemic
231,data-warehouse
232,grid-enabled
233,Configurable
234,Devolved
235,conglomeration
236,object-oriented
237,Inverse
238,Realigned
239,project
240,Re-contextualized
241,Total
242,Advanced
243,Distributed
244,artificial intelligence
245,client-server
246,transitional
247,Multi-lateral
248,solution-oriented
249,Graphical User Interface
250,foreground
251,portal
252,Multi-lateral
253,web-enabled
254,archive
255,well-modulated
256,array
257,asynchronous
258,info-mediaries
259,holistic
260,incremental
261,Pre-emptive
262,Reactive
263,bi-directional
264,Configurable
265,user-facing
266,capacity
267,Devolved
268,hardware
269,systemic
270,knowledge user
271,strategy
272,circuit
273,multi-tasking
274,User-centric
275,Configurable
276,analyzer
277,Programmable
278,Multi-tiered
279,Graphic Interface
280,emulation
281,Front-line
282,ability
283,methodology
284,Cross-platform
285,core
286,Virtual
287,dynamic
288,Progressive
289,Grass-roots
290,dynamic
291,Pre-emptive
292,Implemented
293,value-added
294,projection
295,Synchronised
296,open architecture
297,hybrid
298,concept
299,analyzing
300,24 hour
301,analyzing
302,value-added
303,Reactive
304,interface
305,even-keeled
306,encompassing
307,systematic
308,interactive
309,Integrated
310,uniform
311,5th generation
312,motivating
313,Cross-platform
314,dedicated
315,fault-tolerant
316,Function-based
317,web-enabled
318,Business-focused
319,framework
320,task-force
321,migration
322,Customer-focused
323,intangible
324,dynamic
325,Balanced
326,collaboration
327,project
328,matrices
329,Stand-alone
330,Digitized
331,project
332,Proactive
333,groupware
334,zero administration
335,interface
336,Re-contextualized
337,benchmark
338,User-centric
339,solution-oriented
340,tangible
341,actuating
342,24/7
343,Expanded
344,leverage
345,hierarchy
346,grid-enabled
347,Versatile
348,Programmable
349,methodical
350,project
351,migration
352,model
353,intranet
354,fault-tolerant
355,clear-thinking
356,reciprocal
357,dedicated
358,projection
359,Adaptive
360,hardware
361,didactic
362,modular
363,Multi-channelled
364,didactic
365,multi-state
366,Graphical User Interface
367,help-desk
368,tangible
369,tangible
370,complexity
371,knowledge user
372,motivating
373,capacity
374,fault-tolerant
375,monitoring
376,Integrated
377,tertiary
378,flexibility
379,Expanded
380,Compatible
381,ability
382,Multi-lateral
383,intangible
384,reciprocal
385,Operative
386,Digitized
387,Realigned
388,zero tolerance
389,conglomeration
390,customer loyalty
391,protocol
392,Enterprise-wide
393,core
394,analyzer
395,Front-line
396,Devolved
397,Extended
398,Implemented
399,Graphical User Interface
400,instruction set
401,Reverse-engineered
402,flexibility
403,initiative
404,Triple-buffered
405,local
406,Object-based
407,content-based
408,radical
409,Cross-group
410,discrete
411,support
412,Vision-oriented
413,Triple-buffered
414,Profit-focused
415,policy
416,empowering
417,task-force
418,Pre-emptive
419,infrastructure
420,24 hour
421,architecture
422,Devolved
423,strategy
424,Stand-alone
425,transitional
426,interactive
427,Versatile
428,secured line
429,Polarised
430,neutral
431,software
432,installation
433,needs-based
434,process improvement
435,infrastructure
436,Phased
437,asymmetric
438,user-facing
439,Persevering
440,focus group
441,Switchable
442,global
443,regional
444,Cross-group
445,client-server
446,Re-contextualized
447,solution-oriented
448,neural-net
449,homogeneous
450,Centralized
451,Graphical User Interface
452,Assimilated
453,solution
454,cohesive
455,portal
456,Quality-focused
457,database
458,Enterprise-wide
459,productivity
460,Self-enabling
461,Function-based
462,emulation
463,hierarchy
464,scalable
465,encoding
466,matrices
467,zero defect
468,Visionary
469,Re-contextualized
470,Graphic Interface
471,Cross-group
472,portal
473,interactive
474,User-friendly
475,project
476,context-sensitive
477,global
478,zero administration
479,zero tolerance
480,paradigm
481,policy
482,human-resource
483,budgetary management
484,adapter
485,Versatile
486,intangible
487,Inverse
488,Synergistic
489,Business-focused
490,monitoring
491,Networked
492,actuating
493,algorithm
494,matrix
495,regional
496,Configurable
497,groupware
498,optimal
499,Mandatory
500,collaboration
501,executive
502,Ameliorated
503,local
504,circuit
505,moratorium
506,neural-net
507,definition
508,Cloned
509,Switchable
510,Self-enabling
511,Object-based
512,migration
513,product
514,benchmark
515,Switchable
516,Cross-platform
517,Centralized
518,optimal
519,toolset
520,Operative
521,asynchronous
522,success
523,leading edge
524,migration
525,executive
526,clear-thinking
527,intangible
528,upward-trending
529,uniform
530,De-engineered
531,architecture
532,standardization
533,project
534,circuit
535,full-range
536,Triple-buffered
537,Extended
538,bandwidth-monitored
539,Optional
540,middleware
541,Realigned
542,throughput
543,zero defect
544,user-facing
545,middleware
546,Decentralized
547,bi-directional
548,Right-sized
549,Multi-layered
550,Re-engineered
551,Networked
552,mission-critical
553,Grass-roots
554,scalable
555,Virtual
556,Programmable
557,Managed
558,Decentralized
559,parallelism
560,conglomeration
561,methodology
562,static
563,zero tolerance
564,firmware
565,even-keeled
566,hybrid
567,asymmetric
568,function
569,Integrated
570,Compatible
571,analyzer
572,system engine
573,Managed
574,Total
575,flexibility
576,framework
577,implementation
578,national
579,cohesive
580,Organic
581,leading edge
582,analyzer
583,mobile
584,zero defect
585,infrastructure
586,Mandatory
587,encoding
588,portal
589,Exclusive
590,projection
591,Mandatory
592,needs-based
593,methodical
594,Phased
595,methodical
596,Reverse-engineered
597,toolset
598,matrices
599,Multi-layered
600,neutral
601,conglomeration
602,migration
603,array
604,Cloned
605,help-desk
606,productivity
607,Devolved
608,portal
609,hybrid
610,6th generation
611,conglomeration
612,interface
613,parallelism
614,Digitized
615,focus group
616,tertiary
617,frame
618,holistic
619,empowering
620,mobile
621,moderator
622,User-friendly
623,3rd generation
624,global
625,motivating
626,Multi-tiered
627,contextually-based
628,Multi-channelled
629,model
630,Centralized
631,User-centric
632,system-worthy
633,neutral
634,clear-thinking
635,hierarchy
636,Multi-tiered
637,dynamic
638,collaboration
639,client-driven
640,Virtual
641,fault-tolerant
642,actuating
643,alliance
644,Centralized
645,budgetary management
646,hardware
647,help-desk
648,Ergonomic
649,Versatile
650,Reduced
651,customer loyalty
652,knowledge base
653,empowering
654,value-added
655,Face to face
656,Cross-group
657,pricing structure
658,Stand-alone
659,Future-proofed
660,software
661,empowering
662,complexity
663,Phased
664,Phased
665,focus group
666,coherent
667,Customer-focused
668,Versatile
669,Future-proofed
670,circuit
671,Function-based
672,multi-state
673,instruction set
674,systemic
675,Right-sized
676,Stand-alone
677,concept
678,Function-based
679,Mandatory
680,Re-contextualized
681,Front-line
682,attitude
683,disintermediate
684,framework
685,4th generation
686,methodology
687,architecture
688,methodology
689,attitude-oriented
690,Fundamental
691,hierarchy
692,motivating
693,projection
694,Profit-focused
695,hub
696,user-facing
697,moderator
698,middleware
699,Enhanced
700,needs-based
701,local
702,real-time
703,support
704,encompassing
705,Realigned
706,modular
