id,topic
1,framework
2,Graphic Interface
3,algorithm
4,architecture
5,Total
6,encoding
7,client-driven
8,Extended
9,extranet
10,superstructure
11,structure
12,Extended
13,Cross-platform
14,portal
15,Cloned
16,Reactive
17,leverage
18,moratorium
19,Re-contextualized
20,moratorium
21,customer loyalty
22,success
23,Multi-layered
24,bottom-line
25,maximized
26,Object-based
27,real-time
28,functionalities
29,paradigm
30,24/7
31,website
32,heuristic
33,Optional
34,Managed
35,functionalities
36,archive
37,methodology
38,local
39,policy
40,definition
41,optimal
42,holistic
43,Assimilated
44,didactic
45,budgetary management
46,monitoring
47,Expanded
48,Monitored
49,monitoring
50,optimal
51,Re-contextualized
52,zero tolerance
53,focus group
54,logistical
55,Open-architected
56,encryption
57,throughput
58,value-added
59,knowledge user
60,open system
61,moderator
62,superstructure
63,solution-oriented
64,Switchable
65,attitude-oriented
66,background
67,initiative
68,leading edge
69,object-oriented
70,Down-sized
71,collaboration
72,Function-based
73,Synchronised
74,User-centric
75,holistic
76,interactive
77,encompassing
78,Fully-configurable
79,Optimized
80,local area network
81,system-worthy
82,implementation
83,access
84,national
85,Operative
86,homogeneous
87,secured line
88,methodology
89,info-mediaries
90,local area network
91,Team-oriented
92,Multi-tiered
93,Cloned
94,Proactive
95,interactive
96,dedicated
97,background
98,collaboration
99,Virtual
100,Optional
101,bottom-line
102,utilisation
103,paradigm
104,static
105,analyzer
106,reciprocal
107,capability
108,Pre-emptive
109,Programmable
110,Synergistic
111,Digitized
112,multi-state
113,database
114,Customizable
115,eco-centric
116,projection
117,systematic
118,software
119,demand-driven
120,next generation
121,fault-tolerant
122,Re-contextualized
123,functionalities
124,Universal
125,4th generation
126,background
127,fault-tolerant
128,initiative
129,methodical
130,productivity
131,context-sensitive
132,model
133,cohesive
134,Realigned
135,intermediate
136,full-range
137,data-warehouse
138,object-oriented
139,extranet
140,Profit-focused
141,Ergonomic
142,Configurable
143,high-level
144,product
145,solution-oriented
146,Mandatory
147,responsive
148,Grass-roots
149,stable
150,orchestration
151,Implemented
152,strategy
153,Focused
154,Focused
155,standardization
156,array
157,methodical
158,mission-critical
159,Networked
160,Universal
161,Ergonomic
162,productivity
163,Pre-emptive
164,Devolved
165,Function-based
166,Innovative
167,Secured
168,forecast
169,uniform
170,knowledge base
171,software
172,throughput
173,Synergistic
174,Team-oriented
175,Reverse-engineered
176,support
177,Devolved
178,Object-based
179,systemic
180,flexibility
181,methodical
182,multimedia
183,toolset
184,forecast
185,dedicated
186,Multi-layered
187,Face to face
188,algorithm
189,Vision-oriented
190,client-driven
191,Seamless
192,Front-line
193,Multi-lateral
194,focus group
195,multi-state
196,structure
197,Fundamental
198,even-keeled
199,dynamic
200,attitude
201,Progressive
202,Fundamental
203,Public-key
204,secured line
205,Reverse-engineered
206,migration
207,contextually-based
208,Progressive
209,task-force
210,challenge
211,Programmable
212,national
213,Reduced
214,Business-focused
215,Triple-buffered
216,coherent
217,instruction set
218,Managed
219,instruction set
220,Enhanced
221,tangible
222,Switchable
223,high-level
224,intranet
225,optimal
226,Triple-buffered
227,well-modulated
228,Team-oriented
229,Seamless
230,Visionary
231,explicit
232,Profit-focused
233,parallelism
234,Switchable
235,moratorium
236,Customer-focused
237,homogeneous
238,24/7
239,Implemented
240,asynchronous
241,Object-based
242,3rd generation
243,Advanced
244,impactful
245,open system
246,Face to face
247,5th generation
248,customer loyalty
249,groupware
250,toolset
251,time-frame
252,optimal
253,Exclusive
254,monitoring
255,portal
256,responsive
257,Distributed
258,knowledge user
259,Up-sized
260,archive
261,Synergistic
262,scalable
263,extranet
264,approach
265,Universal
266,Object-based
267,systemic
268,Right-sized
269,disintermediate
270,heuristic
271,Inverse
272,3rd generation
273,exuding
274,support
275,Total
276,optimal
277,adapter
278,intangible
279,leading edge
280,even-keeled
281,incremental
282,circuit
283,project
284,Enhanced
285,budgetary management
286,Expanded
287,Multi-tiered
288,uniform
289,Upgradable
290,Synergized
291,Future-proofed
292,Implemented
293,productivity
294,toolset
295,fault-tolerant
296,model
297,Mandatory
298,upward-trending
299,Organic
300,knowledge user
301,bifurcated
302,Cross-platform
303,pricing structure
304,De-engineered
305,holistic
306,full-range
307,Stand-alone
308,Optimized
309,multimedia
310,methodical
311,toolset
312,Object-based
313,instruction set
314,function
315,attitude-oriented
316,Balanced
317,De-engineered
318,throughput
319,framework
320,non-volatile
321,flexibility
322,Ergonomic
323,Balanced
324,Function-based
325,dynamic
326,empowering
327,upward-trending
328,challenge
329,capacity
330,optimal
331,interface
332,bi-directional
333,homogeneous
334,definition
335,Grass-roots
336,Optional
337,challenge
338,Public-key
339,value-added
340,heuristic
341,Polarised
342,application
343,middleware
344,motivating
345,composite
346,motivating
347,fault-tolerant
348,cohesive
349,open system
350,bandwidth-monitored
351,emulation
352,3rd generation
353,Horizontal
354,holistic
355,explicit
356,asynchronous
357,process improvement
358,task-force
359,Implemented
360,hardware
361,superstructure
362,Monitored
363,Business-focused
364,Face to face
365,Distributed
366,Secured
367,system engine
368,toolset
369,leading edge
370,groupware
371,encryption
372,algorithm
373,Up-sized
374,non-volatile
375,policy
376,infrastructure
377,parallelism
378,24 hour
379,groupware
380,toolset
381,foreground
382,frame
383,hybrid
384,Optional
385,Persistent
386,next generation
387,hub
388,systematic
389,stable
390,strategy
391,data-warehouse
392,Balanced
393,foreground
394,Adaptive
395,Triple-buffered
396,bandwidth-monitored
397,Profit-focused
398,contingency
399,secondary
400,high-level
401,zero defect
402,help-desk
403,extranet
404,encryption
405,Persevering
406,Ameliorated
407,Organic
408,process improvement
409,User-centric
410,Secured
411,background
412,tangible
413,service-desk
414,time-frame
415,encryption
416,User-friendly
417,Devolved
418,time-frame
419,matrix
420,tangible
421,Function-based
422,Future-proofed
423,Expanded
424,zero tolerance
425,Customer-focused
426,concept
427,moratorium
428,incremental
429,superstructure
430,high-level
431,encryption
432,Team-oriented
433,encompassing
434,logistical
435,synergy
436,Fundamental
437,Integrated
438,exuding
439,even-keeled
440,Team-oriented
441,Digitized
442,non-volatile
443,Object-based
444,next generation
445,Digitized
446,budgetary management
447,real-time
448,service-desk
449,explicit
450,analyzing
451,Advanced
452,Configurable
453,Triple-buffered
454,Synchronised
455,Programmable
456,Operative
457,focus group
458,empowering
459,forecast
460,logistical
461,Sharable
462,multi-state
463,challenge
464,website
465,product
466,process improvement
467,object-oriented
468,fault-tolerant
469,Visionary
470,Assimilated
471,attitude
472,Future-proofed
473,Grass-roots
474,parallelism
475,Switchable
476,application
477,Secured
478,non-volatile
479,projection
480,Versatile
481,modular
482,needs-based
483,contextually-based
484,explicit
485,bottom-line
486,Sharable
487,projection
488,value-added
489,uniform
490,Progressive
491,Graphical User Interface
492,exuding
493,hybrid
494,Front-line
495,human-resource
496,tangible
497,human-resource
498,initiative
499,Monitored
500,middleware
501,Public-key
502,algorithm
503,Graphical User Interface
504,Configurable
505,Persevering
506,Switchable
507,non-volatile
508,mobile
509,process improvement
510,Managed
511,Reactive
512,Synergistic
513,frame
514,Switchable
515,intranet
516,web-enabled
517,Open-architected
518,even-keeled
519,utilisation
520,Mandatory
521,eco-centric
522,Devolved
523,Switchable
524,holistic
525,software
526,Ergonomic
527,holistic
528,Advanced
529,Function-based
530,approach
531,Polarised
532,Diverse
533,Ameliorated
534,Operative
535,Focused
536,Managed
537,success
538,challenge
539,multimedia
540,tangible
541,success
542,protocol
543,analyzer
544,frame
545,Universal
546,regional
547,Mandatory
548,systemic
549,Programmable
550,firmware
551,Managed
552,encoding
553,standardization
554,project
555,Versatile
556,solution-oriented
557,customer loyalty
558,info-mediaries
559,Right-sized
560,fresh-thinking
561,maximized
562,Re-contextualized
563,Fully-configurable
564,Cross-group
565,fresh-thinking
566,intranet
567,Quality-focused
568,clear-thinking
569,Ergonomic
570,Enterprise-wide
571,ability
572,Stand-alone
573,empowering
574,approach
575,solution-oriented
576,database
577,Integrated
578,Automated
579,analyzing
580,workforce
581,uniform
582,Proactive
583,policy
584,Universal
585,model
586,radical
587,Digitized
588,customer loyalty
589,Innovative
590,Vision-oriented
591,Distributed
592,open architecture
593,24/7
594,solution
595,access
596,extranet
597,Advanced
598,implementation
599,value-added
600,software
601,Public-key
602,Synergized
603,upward-trending
604,Decentralized
605,Robust
606,Re-contextualized
607,Streamlined
608,Adaptive
609,Optimized
610,definition
611,model
612,24 hour
613,multi-state
614,open architecture
615,tertiary
616,Ergonomic
617,Synchronised
618,help-desk
619,frame
620,heuristic
621,benchmark
622,empowering
623,Organized
624,Fully-configurable
625,Monitored
626,Fundamental
627,hub
628,upward-trending
629,system engine
630,Switchable
631,scalable
632,Digitized
633,motivating
634,strategy
635,instruction set
636,Reactive
637,Proactive
638,artificial intelligence
639,neutral
640,support
641,Team-oriented
642,instruction set
643,software
644,reciprocal
645,eco-centric
646,Versatile
647,benchmark
648,User-centric
649,leading edge
650,Re-contextualized
651,capacity
652,upward-trending
653,Virtual
654,Sharable
655,ability
656,Open-architected
657,Open-architected
658,didactic
659,Fully-configurable
660,leading edge
661,Robust
662,value-added
663,reciprocal
664,encompassing
665,Programmable
666,incremental
667,local
668,Intuitive
669,intermediate
670,user-facing
671,foreground
672,Cloned
673,Operative
674,interface
675,clear-thinking
676,array
677,encryption
678,internet solution
679,foreground
680,leverage
681,grid-enabled
682,infrastructure
683,3rd generation
684,Organized
685,Mandatory
686,client-server
687,Robust
688,internet solution
689,Ameliorated
690,ability
691,Organic
692,needs-based
693,extranet
694,client-driven
695,Ameliorated
696,mobile
697,well-modulated
698,systematic
699,Intuitive
700,high-level
701,Persistent
702,24/7
703,initiative
704,focus group
705,orchestration
706,fresh-thinking
707,24 hour
708,web-enabled
709,local area network
710,Versatile
711,workforce
712,access
713,Compatible
714,Enhanced
715,framework
716,Polarised
717,Public-key
718,methodology
719,Diverse
720,tertiary
721,scalable
722,encoding
723,Intuitive
724,Multi-channelled
725,bifurcated
726,forecast
727,hub
728,success
729,human-resource
730,radical
731,extranet
732,human-resource
733,object-oriented
734,encoding
735,executive
736,software
737,Secured
738,local
739,tertiary
740,Monitored
741,projection
742,asymmetric
743,array
744,Team-oriented
745,Synergized
746,logistical
747,radical
748,fault-tolerant
749,24/7
750,Upgradable
751,Balanced
752,Multi-tiered
753,secondary
754,content-based
755,model
756,analyzing
757,Object-based
758,contextually-based
759,Inverse
760,archive
761,Proactive
762,infrastructure
763,Programmable
764,monitoring
765,optimizing
766,standardization
767,even-keeled
768,human-resource
769,maximized
770,Advanced
771,benchmark
772,structure
773,Vision-oriented
774,Reverse-engineered
775,Reverse-engineered
776,Down-sized
777,Total
778,solution-oriented
779,global
780,4th generation
781,impactful
782,Fundamental
783,Progressive
784,methodology
785,heuristic
786,motivating
787,Profound
788,static
789,client-driven
790,knowledge user
791,explicit
792,algorithm
793,Right-sized
794,Up-sized
795,synergy
796,analyzer
797,strategy
798,Grass-roots
799,Digitized
800,Managed
801,Re-contextualized
802,Polarised
803,Multi-layered
804,Extended
805,Team-oriented
806,system engine
807,tertiary
808,encompassing
809,Visionary
810,Fundamental
811,empowering
812,Adaptive
813,needs-based
814,hardware
815,6th generation
816,orchestration
817,systematic
818,Pre-emptive
819,leading edge
820,context-sensitive
821,Assimilated
822,Right-sized
823,Total
824,secondary
825,24 hour
826,knowledge user
827,Total
828,website
829,database
830,zero tolerance
831,regional
832,value-added
833,capability
834,exuding
835,demand-driven
836,Configurable
837,synergy
838,disintermediate
839,zero administration
840,De-engineered
841,analyzing
842,archive
843,full-range
844,Exclusive
845,Visionary
846,groupware
847,Fundamental
848,stable
849,heuristic
850,time-frame
851,Organic
852,high-level
853,Reactive
854,monitoring
855,Front-line
856,homogeneous
857,protocol
858,Face to face
859,Organized
860,Compatible
861,Fully-configurable
862,Enterprise-wide
863,forecast
864,Adaptive
865,firmware
866,encoding
867,encompassing
868,Sharable
869,Face to face
870,interface
871,Front-line
872,24/7
873,focus group
874,portal
875,zero tolerance
876,local
877,uniform
878,Multi-layered
879,zero defect
880,Graphic Interface
881,secured line
882,tertiary
883,methodology
884,extranet
885,Re-engineered
886,optimal
887,encompassing
888,success
889,capability
890,solution
891,maximized
892,Diverse
893,intranet
894,Team-oriented
895,composite
896,Up-sized
897,zero tolerance
898,website
899,5th generation
900,success
901,hardware
902,empowering
903,Graphic Interface
904,Pre-emptive
905,multimedia
906,knowledge user
907,Distributed
908,didactic
909,modular
910,Secured
911,emulation
912,database
913,methodical
914,Centralized
915,actuating
916,success
917,clear-thinking
918,utilisation
919,system-worthy
920,asynchronous
921,Reverse-engineered
922,function
923,help-desk
924,Digitized
925,Team-oriented
926,Synergistic
927,User-centric
928,bottom-line
929,Extended
930,motivating
931,Inverse
932,bi-directional
933,Down-sized
934,reciprocal
935,portal
936,Profit-focused
937,Down-sized
938,empowering
939,solution-oriented
940,moderator
941,modular
942,initiative
943,Streamlined
944,multi-state
945,system engine
946,composite
947,Upgradable
948,client-server
949,discrete
950,throughput
951,24/7
952,monitoring
953,parallelism
954,systematic
955,methodology
956,matrix
957,emulation
958,workforce
959,Switchable
960,Compatible
961,neural-net
962,intermediate
963,moderator
964,analyzing
965,empowering
966,Mandatory
967,static
968,array
969,task-force
970,Business-focused
971,orchestration
972,Team-oriented
973,Seamless
974,workforce
975,Upgradable
976,disintermediate
977,tangible
978,service-desk
979,capacity
980,scalable
981,installation
982,Fundamental
983,clear-thinking
984,User-friendly
985,project
986,Integrated
987,workforce
988,conglomeration
989,attitude
990,Organized
991,Cloned
992,6th generation
993,flexibility
994,holistic
995,Up-sized
996,Operative
997,neutral
998,encompassing
999,synergy
1000,object-oriented
