id,topic
1,parallelism
2,Reactive
3,Multi-channelled
4,explicit
5,installation
6,infrastructure
7,zero tolerance
8,Right-sized
9,Ameliorated
10,Secured
11,software
12,leading edge
13,data-warehouse
14,Ameliorated
15,Automated
16,groupware
17,Face to face
18,projection
19,frame
20,collaboration
21,firmware
22,Graphical User Interface
23,paradigm
24,motivating
25,pricing structure
26,intermediate
27,interactive
28,Programmable
29,Multi-lateral
30,systemic
31,optimizing
32,benchmark
33,middleware
34,Upgradable
35,tangible
36,web-enabled
37,Synergized
38,fresh-thinking
39,Programmable
40,grid-enabled
41,architecture
42,data-warehouse
43,grid-enabled
44,radical
45,reciprocal
46,adapter
47,Enterprise-wide
48,didactic
49,functionalities
50,transitional
51,4th generation
52,asynchronous
53,Profound
54,Virtual
55,application
56,Profound
57,local
58,local area network
59,system-worthy
60,Secured
61,customer loyalty
62,directional
63,forecast
64,full-range
65,Re-contextualized
66,Organic
67,mission-critical
68,Balanced
69,stable
70,regional
71,internet solution
72,Business-focused
73,empowering
74,utilisation
75,eco-centric
76,productivity
77,zero tolerance
78,Multi-layered
79,encompassing
80,knowledge base
81,secondary
82,dedicated
83,user-facing
84,multi-tasking
85,Cross-platform
86,Pre-emptive
87,3rd generation
88,zero defect
89,Diverse
90,software
91,Sharable
92,Configurable
93,homogeneous
94,analyzing
95,Distributed
96,interactive
97,Implemented
98,human-resource
99,dynamic
100,upward-trending
101,parallelism
102,zero defect
103,leading edge
104,time-frame
105,reciprocal
106,discrete
107,focus group
108,Synergistic
109,Reactive
110,Mandatory
111,Automated
112,impactful
113,software
114,Robust
115,optimizing
116,Expanded
117,Automated
118,zero defect
119,empowering
120,coherent
121,synergy
122,workforce
123,productivity
124,Cross-platform
125,Expanded
126,architecture
127,24/7
128,protocol
129,Monitored
130,website
131,Customer-focused
132,Optimized
133,5th generation
134,Proactive
135,Progressive
136,multimedia
137,productivity
138,collaboration
139,Balanced
140,multi-tasking
141,zero administration
142,De-engineered
143,impactful
144,Managed
145,artificial intelligence
146,Integrated
147,Integrated
148,analyzing
149,Fully-configurable
150,Future-proofed
151,Visionary
152,initiative
153,24 hour
154,mission-critical
155,implementation
156,challenge
157,non-volatile
158,protocol
159,eco-centric
160,tertiary
161,Configurable
162,instruction set
163,toolset
164,solution-oriented
165,encompassing
166,moratorium
167,Expanded
168,Networked
169,initiative
170,intermediate
171,mobile
172,Cross-platform
173,Vision-oriented
174,encryption
175,Face to face
176,Synergized
177,mission-critical
178,Synchronised
179,complexity
180,Multi-tiered
181,data-warehouse
182,framework
183,attitude
184,moderator
185,asymmetric
186,open architecture
187,methodology
188,Virtual
189,ability
190,secondary
191,background
192,homogeneous
193,bottom-line
194,systemic
195,Decentralized
196,static
197,toolset
198,user-facing
199,Decentralized
200,Total
201,Polarised
202,Persistent
203,Graphical User Interface
204,structure
205,Horizontal
206,Synchronised
207,zero tolerance
208,interactive
209,discrete
210,help-desk
211,executive
212,toolset
213,Open-architected
214,service-desk
215,leverage
216,Integrated
217,clear-thinking
218,bifurcated
219,application
220,modular
221,paradigm
222,Optimized
223,Mandatory
224,Advanced
225,tertiary
226,Networked
227,Face to face
228,ability
229,Streamlined
230,24 hour
231,maximized
232,demand-driven
233,actuating
234,Fully-configurable
235,Face to face
236,24 hour
237,infrastructure
238,artificial intelligence
239,Optional
240,intangible
241,Reverse-engineered
242,process improvement
243,User-friendly
244,encompassing
245,asynchronous
246,tangible
247,Cross-group
248,upward-trending
249,secondary
250,systematic
251,client-server
252,6th generation
253,intermediate
254,modular
255,Visionary
256,Open-architected
257,system-worthy
258,instruction set
259,24 hour
260,Balanced
261,clear-thinking
262,toolset
263,core
264,array
265,non-volatile
266,Face to face
267,Centralized
268,leading edge
269,Fully-configurable
270,open system
271,Customer-focused
272,time-frame
273,Horizontal
274,structure
275,Multi-layered
276,Up-sized
277,time-frame
278,Horizontal
279,background
280,User-friendly
281,stable
282,standardization
283,Fundamental
284,disintermediate
285,multi-tasking
286,focus group
287,monitoring
288,extranet
289,Optional
290,uniform
291,Optional
292,Synergistic
293,Exclusive
294,Focused
295,Exclusive
296,Public-key
297,alliance
298,User-friendly
299,success
300,composite
301,neural-net
302,time-frame
303,user-facing
304,strategy
305,intermediate
306,Multi-tiered
307,Configurable
308,Enhanced
309,impactful
310,cohesive
311,Open-architected
312,collaboration
313,frame
314,parallelism
315,Business-focused
316,analyzing
317,reciprocal
318,Exclusive
319,Up-sized
320,Pre-emptive
321,open system
322,Function-based
