id,topic
1,Fundamental
2,Progressive
3,Managed
4,web-enabled
5,optimizing
6,Horizontal
7,benchmark
8,mobile
9,hardware
10,coherent
11,standardization
12,Switchable
13,Persevering
14,Distributed
15,coherent
16,Enhanced
17,discrete
18,extranet
19,Compatible
20,Centralized
21,neutral
22,Mandatory
23,Integrated
24,impactful
25,Diverse
26,Open-architected
27,archive
28,Object-based
29,groupware
30,asymmetric
31,tertiary
32,Adaptive
33,didactic
34,Multi-tiered
35,Automated
36,Front-line
37,Progressive
38,Adaptive
39,Implemented
40,systematic
41,interface
42,tertiary
43,Upgradable
44,systematic
45,Visionary
46,intangible
47,leading edge
48,holistic
49,Fundamental
50,Progressive
51,focus group
52,local
53,Public-key
54,logistical
55,transitional
56,mission-critical
57,interactive
58,background
59,global
60,encompassing
61,Automated
62,Fully-configurable
63,archive
64,Fundamental
65,national
66,well-modulated
67,Progressive
68,paradigm
69,forecast
70,Assimilated
71,methodical
72,artificial intelligence
73,Exclusive
74,disintermediate
75,Up-sized
76,Universal
77,Switchable
78,mission-critical
79,software
80,Exclusive
81,foreground
82,executive
83,Realigned
84,contextually-based
85,regional
86,structure
87,Graphic Interface
88,asynchronous
89,concept
90,5th generation
91,paradigm
92,hybrid
93,human-resource
94,concept
95,Managed
96,demand-driven
97,matrix
98,attitude
99,systemic
100,Robust
101,dedicated
102,reciprocal
103,Synergized
104,Business-focused
105,empowering
106,Programmable
107,dynamic
108,capability
109,Digitized
110,emulation
111,scalable
112,upward-trending
113,modular
114,Persevering
115,upward-trending
116,uniform
117,Reverse-engineered
118,Universal
119,Operative
120,Seamless
121,focus group
122,project
123,intranet
124,local area network
125,Intuitive
126,capability
127,Digitized
128,multi-state
129,zero defect
130,Fully-configurable
131,Multi-channelled
132,User-centric
133,heuristic
134,encompassing
135,hardware
136,Face to face
137,encryption
138,Face to face
139,mission-critical
140,attitude-oriented
141,leading edge
142,protocol
143,archive
144,analyzer
145,Persistent
146,Front-line
147,object-oriented
148,model
149,budgetary management
150,Enterprise-wide
151,encryption
152,Inverse
153,object-oriented
154,background
155,contextually-based
156,secondary
157,Cloned
158,model
159,Up-sized
160,Enhanced
161,Assimilated
162,Mandatory
163,composite
164,leading edge
165,hybrid
166,Centralized
167,Expanded
168,bottom-line
169,Switchable
170,global
171,human-resource
172,open system
173,Horizontal
174,Networked
175,Profit-focused
176,coherent
177,clear-thinking
178,Mandatory
179,archive
180,Open-architected
181,Upgradable
182,methodology
183,Monitored
184,Object-based
185,analyzing
186,Proactive
187,open architecture
188,archive
189,Object-based
190,client-server
191,fault-tolerant
192,installation
193,solution-oriented
194,project
195,data-warehouse
196,Universal
197,24/7
198,coherent
199,groupware
200,Down-sized
201,Fundamental
202,Object-based
203,standardization
204,Organized
205,collaboration
206,Progressive
207,info-mediaries
208,User-friendly
209,middleware
210,national
211,approach
212,Programmable
213,Enhanced
214,framework
215,global
216,Automated
217,upward-trending
218,systemic
219,Business-focused
220,24 hour
221,Mandatory
222,hybrid
223,Programmable
224,intangible
225,capacity
226,fresh-thinking
227,Operative
228,interactive
229,productivity
230,Multi-lateral
231,software
232,hybrid
233,clear-thinking
234,forecast
235,user-facing
236,holistic
237,Exclusive
238,Persistent
239,Realigned
240,demand-driven
241,6th generation
242,upward-trending
243,Customer-focused
244,synergy
245,definition
246,Compatible
247,intangible
