id,first_name
1,Public-key
2,intranet
3,exuding
4,model
5,process improvement
6,homogeneous
7,Organic
8,Organized
9,Realigned
10,architecture
11,Cross-group
12,Automated
13,needs-based
14,Cloned
15,contextually-based
16,system engine
17,algorithm
18,systematic
19,Operative
20,Persevering
21,eco-centric
22,solution
23,scalable
24,5th generation
25,Switchable
26,moderator
27,definition
28,Exclusive
29,Switchable
30,bifurcated
31,process improvement
32,Assimilated
33,Multi-tiered
34,Progressive
35,Vision-oriented
36,high-level
37,Persistent
38,Automated
39,Devolved
40,Advanced
41,Graphic Interface
42,Configurable
43,attitude
44,framework
45,Total
46,artificial intelligence
47,Reduced
48,Synchronised
49,budgetary management
50,Multi-lateral
51,Managed
52,Expanded
53,capability
54,bandwidth-monitored
55,bifurcated
56,transitional
57,reciprocal
58,upward-trending
59,reciprocal
60,neutral
61,directional
62,Ergonomic
63,optimal
64,capacity
65,empowering
66,transitional
67,intangible
68,bi-directional
69,dedicated
70,Cross-group
71,bottom-line
72,paradigm
73,algorithm
74,modular
75,zero defect
76,Intuitive
77,definition
78,attitude-oriented
79,challenge
80,well-modulated
81,Exclusive
82,6th generation
83,Streamlined
84,Virtual
85,De-engineered
86,directional
87,multimedia
88,discrete
89,dedicated
90,optimizing
91,upward-trending
92,client-driven
93,logistical
94,standardization
95,framework
96,homogeneous
97,focus group
98,Realigned
99,circuit
100,knowledge base
101,Ameliorated
102,hybrid
103,focus group
104,Innovative
105,grid-enabled
106,multi-tasking
107,infrastructure
108,directional
109,intranet
110,forecast
111,implementation
112,Synchronised
113,fresh-thinking
114,Public-key
115,Decentralized
116,Streamlined
117,mission-critical
118,exuding
119,Configurable
120,Up-sized
121,actuating
122,hardware
123,high-level
124,neutral
125,Customizable
126,workforce
127,Multi-channelled
128,Total
129,website
130,Mandatory
131,exuding
132,website
133,actuating
134,methodology
135,global
136,systematic
137,Compatible
138,frame
139,systematic
140,pricing structure
141,Configurable
142,info-mediaries
143,migration
144,Optional
145,Advanced
146,Grass-roots
147,reciprocal
148,project
149,Digitized
150,bi-directional
151,Horizontal
152,Profit-focused
153,systemic
154,time-frame
155,well-modulated
156,archive
157,explicit
158,analyzing
159,contextually-based
160,systematic
161,Phased
162,Automated
163,intranet
164,real-time
165,middleware
166,zero administration
167,zero tolerance
168,collaboration
169,tertiary
170,scalable
171,multimedia
172,middleware
173,national
174,empowering
175,Graphic Interface
176,Optional
177,encompassing
178,standardization
179,standardization
180,Distributed
181,full-range
182,project
183,complexity
184,Customer-focused
185,mission-critical
186,benchmark
187,5th generation
188,software
189,framework
190,explicit
191,Monitored
192,hierarchy
193,fresh-thinking
194,throughput
195,superstructure
196,solution-oriented
197,Implemented
198,Proactive
199,definition
200,forecast
201,Phased
202,Polarised
203,interface
204,Synergized
205,Right-sized
206,full-range
207,core
208,methodical
209,Extended
210,Up-sized
211,monitoring
212,application
213,benchmark
214,Digitized
215,middleware
216,bandwidth-monitored
217,optimizing
218,tangible
219,Persistent
220,Multi-tiered
221,Persistent
222,Distributed
223,national
224,Automated
225,neutral
226,client-driven
227,zero defect
228,access
229,content-based
230,superstructure
231,multi-tasking
232,success
233,motivating
234,Function-based
235,support
236,Progressive
237,process improvement
238,Inverse
239,6th generation
240,interactive
241,responsive
242,transitional
243,tangible
244,service-desk
245,definition
246,success
247,encoding
248,solution
249,content-based
250,Optional
251,Enhanced
252,Reduced
253,array
254,optimizing
255,Advanced
256,zero administration
257,Diverse
258,Stand-alone
259,upward-trending
260,Enterprise-wide
261,actuating
262,Visionary
263,needs-based
264,impactful
265,Stand-alone
266,Secured
267,client-driven
268,productivity
269,core
270,adapter
271,regional
272,encompassing
273,approach
274,help-desk
275,database
276,system engine
277,secondary
278,challenge
279,Secured
280,fault-tolerant
281,optimizing
282,synergy
283,Extended
284,project
285,synergy
286,archive
287,fresh-thinking
288,radical
289,matrix
290,Front-line
291,Organic
292,discrete
293,orchestration
294,3rd generation
295,Open-source
296,approach
297,Expanded
298,Multi-tiered
299,architecture
300,secured line
301,Down-sized
302,Innovative
303,strategy
304,standardization
305,orchestration
306,24 hour
307,Front-line
308,adapter
309,support
310,Universal
311,project
312,definition
313,approach
314,moderator
315,secondary
316,24 hour
317,Switchable
318,modular
319,cohesive
320,Integrated
321,system-worthy
322,stable
323,bi-directional
324,Object-based
325,Triple-buffered
326,Diverse
327,tangible
328,Graphical User Interface
329,Switchable
330,composite
331,incremental
332,tertiary
333,Innovative
334,motivating
335,encompassing
336,Versatile
337,website
338,Customer-focused
339,Business-focused
340,Cross-platform
341,upward-trending
342,24/7
343,Versatile
344,Face to face
345,firmware
346,Balanced
347,Graphic Interface
348,middleware
349,Multi-layered
350,instruction set
351,tangible
352,definition
353,collaboration
354,Streamlined
355,benchmark
356,explicit
357,real-time
358,foreground
359,object-oriented
360,time-frame
361,responsive
362,Diverse
363,Integrated
364,synergy
365,capability
366,Visionary
367,transitional
368,open system
369,non-volatile
370,firmware
371,tangible
372,directional
373,Profit-focused
374,Face to face
375,multimedia
376,Profound
377,circuit
378,zero defect
379,De-engineered
380,open system
381,moderator
382,service-desk
383,6th generation
384,Monitored
385,fresh-thinking
386,Front-line
387,migration
388,Reduced
389,Networked
390,mission-critical
391,radical
392,Open-architected
393,real-time
394,mission-critical
395,Robust
396,methodical
397,Quality-focused
398,matrix
399,foreground
400,encompassing
401,protocol
402,6th generation
403,didactic
404,hybrid
405,product
406,De-engineered
407,Universal
408,instruction set
409,neutral
410,upward-trending
411,hub
412,standardization
413,6th generation
414,User-centric
415,Synergized
416,groupware
417,Horizontal
418,multi-state
419,directional
420,functionalities
421,Innovative
422,Profound
423,Centralized
424,local area network
425,local area network
426,global
427,Operative
428,focus group
429,neural-net
430,open system
431,Synergistic
432,De-engineered
433,groupware
434,multi-state
435,circuit
436,eco-centric
437,instruction set
438,Graphical User Interface
439,Organized
440,middleware
441,Customer-focused
442,systematic
443,Adaptive
444,support
445,focus group
446,Profound
447,high-level
448,fault-tolerant
449,multi-state
450,zero tolerance
451,tertiary
452,service-desk
453,emulation
454,regional
455,function
456,neural-net
457,website
458,throughput
459,Universal
