id,topic
1,Automated
2,Re-contextualized
3,incremental
4,installation
5,User-friendly
6,Networked
7,responsive
8,knowledge base
9,Organic
10,Focused
11,Versatile
12,client-driven
13,analyzing
14,moderator
15,Persistent
16,didactic
17,didactic
18,Self-enabling
19,grid-enabled
20,Sharable
21,artificial intelligence
22,3rd generation
23,moderator
24,Managed
25,pricing structure
26,encompassing
27,orchestration
28,attitude-oriented
29,interface
30,throughput
31,dynamic
32,Total
33,Programmable
34,Customizable
35,client-driven
36,definition
37,framework
38,Persistent
39,knowledge user
40,installation
41,Fully-configurable
42,intranet
43,asymmetric
44,Integrated
45,Secured
46,initiative
47,parallelism
48,empowering
49,Distributed
50,Integrated
51,migration
52,heuristic
53,holistic
54,multimedia
55,Decentralized
56,disintermediate
57,support
58,non-volatile
59,systematic
60,access
61,Pre-emptive
62,Multi-layered
63,zero administration
64,Reverse-engineered
65,solution
66,Pre-emptive
67,Digitized
68,pricing structure
69,forecast
70,Integrated
71,migration
72,Fundamental
73,service-desk
74,Digitized
75,Sharable
76,scalable
77,eco-centric
78,object-oriented
79,data-warehouse
80,bottom-line
81,Sharable
82,capacity
83,Profound
84,4th generation
85,3rd generation
86,task-force
87,reciprocal
88,forecast
89,Persistent
90,non-volatile
91,multimedia
92,contextually-based
93,object-oriented
94,Integrated
95,24/7
96,Cross-group
97,matrix
98,incremental
99,Devolved
100,Horizontal
101,uniform
102,neural-net
103,Proactive
104,Reduced
105,Universal
106,client-driven
107,Versatile
108,internet solution
109,high-level
110,context-sensitive
111,Graphical User Interface
112,Advanced
113,Right-sized
114,system engine
115,Quality-focused
116,database
117,incremental
118,array
119,5th generation
120,actuating
121,interface
122,Managed
123,user-facing
124,high-level
125,Front-line
126,support
127,projection
128,Sharable
129,adapter
130,impactful
131,6th generation
132,monitoring
133,Switchable
134,Virtual
135,client-driven
136,solution-oriented
137,Enhanced
138,Balanced
139,benchmark
140,Phased
141,Future-proofed
142,toolset
143,methodology
144,capability
145,Face to face
146,mission-critical
147,solution-oriented
148,Quality-focused
149,clear-thinking
150,Fundamental
151,Grass-roots
152,open architecture
153,interface
154,maximized
155,zero tolerance
156,protocol
157,adapter
158,even-keeled
159,help-desk
160,frame
161,matrix
162,moratorium
163,project
164,structure
165,Profound
166,modular
167,system engine
168,Digitized
169,solution-oriented
170,Public-key
171,Networked
172,Monitored
173,forecast
174,project
175,challenge
176,Enterprise-wide
177,fault-tolerant
178,help-desk
179,composite
180,solution-oriented
181,toolset
182,Right-sized
183,Organic
184,Up-sized
185,Enterprise-wide
186,Quality-focused
187,Phased
188,hybrid
189,portal
190,responsive
191,asymmetric
192,Ergonomic
193,Innovative
194,executive
195,superstructure
196,definition
197,Streamlined
198,Sharable
199,Organic
200,matrices
201,Reverse-engineered
202,definition
203,Synchronised
204,executive
205,Virtual
206,systemic
207,Multi-tiered
208,Self-enabling
209,4th generation
210,Profound
211,projection
212,homogeneous
213,scalable
214,architecture
215,Programmable
216,disintermediate
217,conglomeration
218,Assimilated
219,Pre-emptive
220,open architecture
221,array
222,adapter
223,asymmetric
224,matrices
225,Configurable
226,Implemented
227,User-centric
228,benchmark
229,Future-proofed
230,approach
231,logistical
232,methodical
233,Multi-tiered
234,object-oriented
235,bifurcated
236,Progressive
237,Self-enabling
238,Intuitive
239,encoding
240,local area network
241,optimizing
242,mobile
243,leading edge
244,protocol
245,Horizontal
246,4th generation
247,dynamic
248,service-desk
249,hardware
250,conglomeration
251,capacity
252,radical
253,explicit
254,4th generation
255,task-force
256,next generation
257,system engine
258,reciprocal
259,exuding
260,Customer-focused
261,core
262,archive
263,hardware
264,reciprocal
265,core
266,concept
267,Profit-focused
268,help-desk
269,human-resource
270,Horizontal
271,approach
272,Self-enabling
273,full-range
274,Mandatory
275,discrete
276,core
277,explicit
278,focus group
279,clear-thinking
280,internet solution
281,application
282,fault-tolerant
283,Distributed
284,bifurcated
285,moderator
286,Graphic Interface
287,interactive
288,Adaptive
289,optimal
290,Compatible
291,stable
292,encoding
293,Face to face
294,neutral
295,internet solution
296,artificial intelligence
297,emulation
298,clear-thinking
299,attitude-oriented
300,Managed
301,support
302,definition
303,Extended
304,Expanded
305,parallelism
306,Visionary
307,Versatile
308,architecture
309,Cloned
310,6th generation
311,capability
312,empowering
313,Optimized
314,Multi-tiered
315,radical
316,definition
317,maximized
318,solution
319,directional
