id,topic
1,instruction set
2,uniform
3,Streamlined
4,Horizontal
5,Exclusive
6,mission-critical
7,Innovative
8,coherent
9,holistic
10,Stand-alone
11,foreground
12,standardization
13,background
14,client-server
15,methodical
16,service-desk
17,Reduced
18,Multi-channelled
19,moderator
20,regional
21,pricing structure
22,Proactive
23,success
24,Persistent
25,methodology
26,Polarised
27,hybrid
28,framework
29,forecast
30,attitude
31,collaboration
32,concept
33,Universal
34,Optional
35,projection
36,Virtual
37,leverage
38,attitude-oriented
39,Networked
40,Right-sized
41,software
42,Triple-buffered
43,empowering
44,executive
45,zero tolerance
46,User-centric
47,hybrid
48,Enhanced
49,capacity
50,methodical
51,data-warehouse
52,model
53,maximized
54,bi-directional
55,capacity
56,Managed
57,bifurcated
58,fresh-thinking
59,neural-net
60,standardization
61,Horizontal
62,secondary
63,bifurcated
64,Graphical User Interface
65,Cloned
66,frame
67,client-driven
68,Public-key
69,Multi-layered
70,adapter
71,process improvement
72,Re-engineered
73,collaboration
74,Down-sized
75,discrete
76,Open-architected
77,Cross-group
78,intermediate
79,stable
80,access
81,Organic
82,5th generation
83,Stand-alone
84,empowering
85,challenge
86,explicit
87,Vision-oriented
88,Expanded
89,Function-based
90,bottom-line
91,open system
92,contextually-based
93,strategy
94,paradigm
95,client-driven
96,Graphical User Interface
97,Operative
98,Total
99,3rd generation
100,Decentralized
101,uniform
102,hybrid
103,flexibility
104,Implemented
105,didactic
106,hardware
107,radical
108,Customer-focused
109,Grass-roots
110,Monitored
111,Graphical User Interface
112,support
113,24 hour
114,function
115,multi-tasking
116,open architecture
117,website
118,Customizable
119,asymmetric
120,client-server
121,Open-source
122,stable
123,Multi-lateral
124,Polarised
125,Assimilated
126,flexibility
127,middleware
128,monitoring
129,methodology
130,Down-sized
131,open system
132,holistic
133,tangible
134,system-worthy
135,6th generation
136,Grass-roots
137,Persevering
138,grid-enabled
139,Re-engineered
140,workforce
141,Phased
142,emulation
143,value-added
144,tangible
145,Networked
146,fresh-thinking
147,leverage
148,framework
149,optimizing
150,uniform
151,Face to face
152,disintermediate
153,24/7
154,Vision-oriented
155,Polarised
156,Graphic Interface
157,parallelism
158,Operative
159,Automated
160,transitional
161,scalable
162,6th generation
163,well-modulated
164,definition
165,array
166,24 hour
167,intermediate
168,neural-net
169,parallelism
170,Balanced
171,De-engineered
172,eco-centric
173,Enhanced
174,multimedia
175,Compatible
176,success
177,6th generation
178,Face to face
179,alliance
180,Multi-lateral
181,bi-directional
182,attitude-oriented
183,data-warehouse
184,middleware
185,Down-sized
186,data-warehouse
187,4th generation
188,data-warehouse
189,Operative
190,directional
191,time-frame
192,well-modulated
193,fresh-thinking
194,groupware
195,cohesive
196,concept
197,methodical
198,directional
199,Secured
200,Virtual
201,extranet
202,success
203,Sharable
204,Switchable
205,implementation
206,Customizable
207,Sharable
208,throughput
209,Diverse
210,tertiary
211,Synergized
212,context-sensitive
213,upward-trending
214,intangible
215,Advanced
216,needs-based
217,3rd generation
218,client-driven
219,Self-enabling
220,Intuitive
221,database
222,Enhanced
223,Monitored
224,Focused
225,holistic
226,homogeneous
227,transitional
228,demand-driven
229,budgetary management
230,protocol
231,focus group
232,Assimilated
233,budgetary management
234,Re-engineered
235,multi-tasking
236,empowering
237,actuating
238,Cross-group
239,even-keeled
240,Open-architected
241,framework
242,asymmetric
243,web-enabled
244,functionalities
245,Expanded
246,foreground
247,system engine
248,middleware
249,Assimilated
250,Customer-focused
251,frame
252,hierarchy
253,explicit
254,uniform
255,Down-sized
256,Expanded
257,secondary
258,process improvement
259,contingency
260,initiative
261,Horizontal
262,neutral
263,Open-architected
264,multimedia
265,User-friendly
266,Exclusive
267,data-warehouse
268,intermediate
269,bandwidth-monitored
270,superstructure
271,projection
272,non-volatile
273,Sharable
274,regional
275,Devolved
276,concept
277,Integrated
278,focus group
279,implementation
280,architecture
281,encoding
282,directional
283,leverage
284,extranet
285,Proactive
286,stable
287,executive
288,middleware
289,content-based
290,strategy
291,groupware
292,neural-net
293,Mandatory
294,Enhanced
295,process improvement
296,emulation
297,product
298,systematic
299,eco-centric
300,Fully-configurable
301,Optimized
302,collaboration
303,Networked
304,neural-net
305,Universal
306,Advanced
307,Customer-focused
308,empowering
309,Business-focused
310,Self-enabling
311,well-modulated
312,contextually-based
313,attitude
314,cohesive
315,contextually-based
316,Innovative
317,service-desk
318,success
319,internet solution
320,hybrid
321,strategy
322,Triple-buffered
323,multimedia
324,Secured
325,systematic
326,discrete
327,Mandatory
328,workforce
329,architecture
330,real-time
331,core
332,interactive
333,non-volatile
334,protocol
335,collaboration
336,hierarchy
337,knowledge base
338,Fully-configurable
339,Proactive
340,installation
341,algorithm
342,Business-focused
343,Graphic Interface
344,disintermediate
345,software
346,task-force
347,Streamlined
348,secured line
349,national
350,synergy
351,matrices
352,capacity
353,throughput
354,User-centric
355,middleware
356,alliance
357,hierarchy
358,fresh-thinking
359,encoding
360,optimal
361,Organic
362,Enhanced
363,moderator
364,next generation
365,zero tolerance
366,Phased
367,Profit-focused
368,system engine
369,full-range
370,leverage
371,open architecture
372,Focused
373,discrete
374,full-range
375,Virtual
376,asynchronous
377,Synergized
378,budgetary management
379,executive
380,Synergized
381,portal
382,budgetary management
383,User-friendly
384,eco-centric
385,Innovative
386,Configurable
387,Reverse-engineered
388,Phased
389,algorithm
390,toolset
391,matrix
392,directional
393,Cross-platform
394,explicit
395,Persevering
396,Distributed
397,Decentralized
398,Universal
399,responsive
400,Devolved
401,bifurcated
402,real-time
403,global
404,bi-directional
