id,first_name
1,uniform
2,Automated
3,Visionary
4,Upgradable
5,systematic
6,core
7,focus group
8,bandwidth-monitored
9,discrete
10,function
11,system-worthy
12,solution-oriented
13,tangible
14,4th generation
15,Multi-lateral
16,Seamless
17,Universal
18,Adaptive
19,Ameliorated
20,content-based
21,support
22,policy
23,open system
24,needs-based
25,groupware
26,user-facing
27,conglomeration
28,well-modulated
29,national
30,value-added
31,Organic
32,Team-oriented
33,actuating
34,service-desk
35,Versatile
36,data-warehouse
37,background
38,discrete
39,system-worthy
40,flexibility
41,functionalities
42,zero administration
43,impactful
44,architecture
45,Streamlined
46,uniform
47,Multi-layered
48,Adaptive
49,project
50,Cloned
51,scalable
52,task-force
53,Realigned
54,Expanded
55,Enhanced
56,discrete
57,Open-source
58,analyzer
59,help-desk
60,Pre-emptive
61,Team-oriented
62,contextually-based
63,Distributed
64,Ameliorated
65,content-based
66,mission-critical
67,internet solution
68,Innovative
69,budgetary management
70,empowering
71,architecture
72,task-force
73,array
74,help-desk
75,process improvement
76,Open-source
77,attitude-oriented
78,didactic
79,instruction set
80,Progressive
81,initiative
82,Focused
83,De-engineered
84,Self-enabling
85,foreground
86,empowering
87,zero defect
88,Versatile
89,function
90,focus group
91,help-desk
92,Triple-buffered
93,access
94,architecture
95,Re-contextualized
96,Programmable
97,Horizontal
98,web-enabled
99,Digitized
100,Pre-emptive
101,extranet
102,Adaptive
103,optimal
104,mission-critical
105,systemic
106,coherent
107,frame
108,value-added
109,tangible
110,zero defect
111,zero defect
112,open system
113,attitude
114,process improvement
115,next generation
116,zero administration
117,optimizing
118,Profound
119,Cross-platform
120,foreground
121,middleware
122,asymmetric
123,disintermediate
124,parallelism
125,Reverse-engineered
126,encompassing
127,holistic
128,capacity
129,bi-directional
130,mission-critical
131,Diverse
132,hub
133,human-resource
134,installation
135,Universal
136,archive
137,Persevering
138,needs-based
139,static
140,Balanced
141,Up-sized
142,Multi-channelled
143,Up-sized
144,stable
145,Multi-layered
146,complexity
147,model
148,infrastructure
149,intangible
150,content-based
151,knowledge base
152,alliance
153,heuristic
154,artificial intelligence
155,solution
156,intermediate
157,systematic
158,3rd generation
159,logistical
160,motivating
161,holistic
162,frame
163,background
164,process improvement
165,forecast
166,standardization
167,multi-state
168,Synchronised
169,uniform
170,24/7
171,multi-state
172,standardization
173,encompassing
174,Customizable
175,Horizontal
176,non-volatile
177,middleware
178,Upgradable
179,hybrid
180,systemic
181,attitude
182,circuit
183,Fully-configurable
184,zero tolerance
185,collaboration
186,focus group
187,open system
188,project
189,Optional
190,Ameliorated
191,systemic
192,model
193,Cross-group
194,interactive
195,methodology
196,encryption
197,responsive
198,actuating
199,uniform
200,pricing structure
201,solution-oriented
202,Organized
203,Synergized
204,Pre-emptive
205,orchestration
206,full-range
207,multi-tasking
208,Integrated
209,Persevering
210,Cloned
211,Vision-oriented
212,toolset
213,real-time
214,mission-critical
215,Decentralized
216,Team-oriented
217,Right-sized
218,web-enabled
219,24/7
220,strategy
221,Right-sized
222,hybrid
223,client-driven
224,Exclusive
225,Compatible
226,Managed
227,core
228,installation
229,Multi-tiered
230,functionalities
231,didactic
232,Configurable
233,Self-enabling
234,hierarchy
235,solution
236,solution-oriented
237,data-warehouse
238,methodical
239,context-sensitive
240,heuristic
241,core
242,Optimized
243,interactive
244,data-warehouse
245,global
246,service-desk
247,bandwidth-monitored
248,policy
249,methodology
250,Progressive
251,access
252,even-keeled
253,Phased
254,installation
255,circuit
256,framework
257,project
258,Graphical User Interface
259,hub
260,Inverse
261,hardware
