id,topic
1,fresh-thinking
2,context-sensitive
3,access
4,Public-key
5,Re-contextualized
6,human-resource
7,Automated
8,zero administration
9,software
10,Persevering
11,Extended
12,Right-sized
13,eco-centric
14,Graphic Interface
15,Phased
16,Face to face
17,flexibility
18,Monitored
19,system-worthy
20,contingency
21,impactful
22,Reverse-engineered
23,framework
24,Open-architected
25,neural-net
26,client-driven
27,Multi-tiered
28,internet solution
29,stable
30,stable
31,5th generation
32,artificial intelligence
33,zero tolerance
34,Organic
35,Robust
36,Configurable
37,access
38,Seamless
39,attitude-oriented
40,tangible
41,contingency
42,approach
43,function
44,intangible
45,capacity
46,multimedia
47,support
48,budgetary management
49,Adaptive
50,array
51,zero defect
52,demand-driven
53,customer loyalty
54,Function-based
55,Configurable
56,Automated
57,didactic
58,6th generation
59,intranet
60,Inverse
61,Advanced
62,task-force
63,flexibility
64,flexibility
65,Balanced
66,contingency
67,concept
68,monitoring
69,Adaptive
70,intangible
71,throughput
72,policy
73,Virtual
74,Open-source
75,bottom-line
76,radical
77,application
78,Exclusive
79,budgetary management
80,real-time
81,Synergized
82,zero defect
83,circuit
84,tangible
85,Synergistic
86,knowledge base
87,strategy
88,utilisation
89,Configurable
90,functionalities
91,reciprocal
92,modular
93,Multi-channelled
94,full-range
95,dedicated
96,core
97,Upgradable
98,Multi-tiered
99,Exclusive
100,Managed
101,intranet
102,coherent
103,projection
104,Down-sized
105,Extended
106,bifurcated
107,hierarchy
108,multi-state
109,multimedia
110,help-desk
111,full-range
112,product
113,Adaptive
114,web-enabled
115,motivating
116,intangible
117,zero administration
118,algorithm
119,Pre-emptive
120,frame
121,algorithm
122,Optimized
123,Digitized
124,attitude
125,Multi-tiered
126,hub
127,Up-sized
128,Total
129,algorithm
130,uniform
131,productivity
132,contextually-based
133,focus group
134,interface
135,explicit
136,User-friendly
137,definition
138,frame
139,concept
140,Phased
141,website
142,Cross-group
143,discrete
144,analyzer
145,forecast
146,success
147,asymmetric
148,Pre-emptive
149,matrices
150,Multi-layered
151,neutral
152,Vision-oriented
153,next generation
154,Front-line
155,value-added
156,Exclusive
157,installation
158,strategy
159,3rd generation
160,hub
161,stable
162,Universal
163,Extended
164,attitude-oriented
165,system-worthy
166,Pre-emptive
167,internet solution
168,mission-critical
169,archive
170,Extended
171,3rd generation
172,zero administration
173,Organized
174,fault-tolerant
175,Secured
176,Re-engineered
177,success
178,framework
179,moderator
180,Reduced
181,analyzing
182,Robust
183,analyzing
184,core
185,asymmetric
186,flexibility
187,mission-critical
188,Monitored
189,policy
190,Managed
191,algorithm
192,Streamlined
193,global
194,Polarised
195,Re-engineered
196,Triple-buffered
197,Streamlined
198,Multi-lateral
199,executive
200,24 hour
201,analyzer
202,strategy
203,throughput
204,synergy
205,discrete
206,framework
207,Integrated
208,Team-oriented
209,empowering
210,Organic
211,human-resource
212,bottom-line
213,Quality-focused
214,neural-net
215,Seamless
216,circuit
217,Cross-group
218,Enhanced
219,website
220,Cloned
221,24 hour
222,interactive
223,success
224,composite
225,Cross-platform
226,moderator
227,Extended
228,methodology
229,Upgradable
230,Switchable
231,synergy
232,homogeneous
233,Pre-emptive
234,bi-directional
235,Profit-focused
236,pricing structure
237,interactive
238,Customer-focused
239,client-driven
240,optimizing
241,groupware
242,next generation
243,extranet
244,executive
245,3rd generation
246,human-resource
247,customer loyalty
248,definition
249,User-centric
250,Versatile
251,global
252,open architecture
253,Enterprise-wide
254,Configurable
255,Function-based
256,website
257,toolset
258,scalable
259,well-modulated
260,extranet
261,workforce
262,Reduced
263,non-volatile
264,Assimilated
265,groupware
266,bi-directional
267,Fundamental
268,grid-enabled
269,multi-tasking
270,User-friendly
271,moratorium
272,Customizable
273,synergy
274,zero tolerance
275,knowledge base
276,Streamlined
277,3rd generation
278,Graphical User Interface
279,Re-contextualized
280,bi-directional
281,throughput
282,info-mediaries
283,product
284,Customer-focused
285,Grass-roots
286,methodology
287,Optimized
288,artificial intelligence
289,transitional
290,responsive
291,firmware
292,support
293,zero administration
294,needs-based
295,zero tolerance
296,frame
297,encompassing
298,Front-line
299,intermediate
300,analyzer
301,initiative
302,emulation
303,Persevering
304,user-facing
305,bandwidth-monitored
306,array
307,workforce
308,scalable
309,Synergistic
310,budgetary management
311,Reactive
312,Phased
313,Cross-platform
314,Multi-channelled
315,6th generation
