id,topic
1,Advanced
2,maximized
3,Re-engineered
4,array
5,global
6,Focused
7,hardware
8,explicit
9,hub
10,superstructure
11,conglomeration
12,Optimized
13,pricing structure
14,access
15,Intuitive
16,Synchronised
17,paradigm
18,clear-thinking
19,real-time
20,Intuitive
21,user-facing
22,hub
23,complexity
24,impactful
25,Polarised
26,middleware
27,Cloned
28,extranet
29,contingency
30,Cross-group
31,Mandatory
32,Cloned
33,Public-key
34,website
35,capability
36,hardware
37,projection
38,Implemented
39,eco-centric
40,radical
41,portal
42,well-modulated
43,human-resource
44,national
45,Integrated
46,Pre-emptive
47,static
48,extranet
49,optimal
50,Open-source
51,Robust
52,human-resource
53,collaboration
54,customer loyalty
55,User-centric
56,local
57,Diverse
58,incremental
59,leverage
60,Implemented
61,tertiary
62,De-engineered
63,intermediate
64,optimizing
65,stable
66,Multi-channelled
67,discrete
68,firmware
69,analyzing
70,focus group
71,encoding
72,6th generation
73,clear-thinking
74,Seamless
75,mission-critical
76,content-based
77,Object-based
78,Compatible
79,reciprocal
80,composite
81,Advanced
82,internet solution
83,moderator
84,Reverse-engineered
85,explicit
86,static
87,alliance
88,hub
89,matrices
90,focus group
91,Up-sized
92,User-friendly
93,content-based
94,clear-thinking
95,Self-enabling
96,zero defect
97,collaboration
98,Organic
99,zero tolerance
100,Inverse
101,Face to face
102,24/7
103,actuating
104,Monitored
105,tertiary
106,flexibility
107,process improvement
108,concept
109,Universal
110,Fully-configurable
111,capability
112,Inverse
113,systematic
114,impactful
115,Stand-alone
116,Synergized
117,Exclusive
118,foreground
119,migration
120,asynchronous
121,encryption
122,project
123,system-worthy
124,Cross-group
125,systemic
126,bottom-line
127,Object-based
128,systemic
129,info-mediaries
130,multimedia
131,zero administration
132,system-worthy
133,tertiary
134,initiative
135,bifurcated
136,superstructure
137,Networked
138,reciprocal
139,tangible
140,knowledge base
141,protocol
142,Optional
143,frame
144,array
145,Cross-platform
146,Down-sized
147,product
148,static
149,ability
150,project
151,database
152,process improvement
153,Vision-oriented
154,Secured
155,Expanded
156,didactic
157,Persevering
158,executive
159,homogeneous
160,framework
161,hybrid
162,toolset
163,encoding
164,Optional
165,Phased
166,encompassing
167,encryption
168,toolset
169,productivity
170,Profound
171,encoding
172,Function-based
173,collaboration
174,Centralized
175,moderator
176,Grass-roots
177,Object-based
178,Decentralized
179,moratorium
180,concept
181,Robust
182,encompassing
183,homogeneous
184,motivating
185,full-range
186,national
187,capability
188,Decentralized
189,Grass-roots
190,service-desk
191,Organic
192,Seamless
193,focus group
194,functionalities
195,client-driven
196,Open-architected
197,Realigned
198,synergy
199,Cross-group
200,conglomeration
201,leverage
202,conglomeration
203,synergy
204,Multi-layered
205,6th generation
206,hierarchy
207,policy
208,directional
209,orchestration
210,multimedia
211,Total
212,hierarchy
213,mobile
214,moderator
215,Business-focused
216,Open-architected
217,user-facing
218,tertiary
219,user-facing
220,multi-tasking
221,paradigm
222,3rd generation
223,User-centric
224,real-time
225,logistical
226,system-worthy
227,tangible
228,Switchable
229,definition
230,Centralized
231,homogeneous
232,Extended
233,intermediate
234,Universal
235,4th generation
236,clear-thinking
237,Operative
238,explicit
239,installation
240,conglomeration
241,holistic
242,Function-based
243,capability
244,Diverse
245,clear-thinking
246,De-engineered
247,incremental
248,Down-sized
249,throughput
250,Horizontal
251,scalable
252,archive
253,Object-based
254,Up-sized
255,optimal
256,Digitized
257,value-added
258,Secured
259,budgetary management
260,leading edge
261,utilisation
262,transitional
263,empowering
264,frame
265,Quality-focused
266,Integrated
267,alliance
268,emulation
269,well-modulated
270,forecast
271,Organic
272,responsive
273,artificial intelligence
274,Graphical User Interface
275,Profound
276,Team-oriented
277,Adaptive
278,encompassing
279,Stand-alone
280,parallelism
281,foreground
282,Customer-focused
283,context-sensitive
284,open architecture
285,neural-net
286,disintermediate
287,bottom-line
288,capability
289,local area network
290,Quality-focused
291,solution-oriented
292,Inverse
293,Re-contextualized
294,migration
295,tertiary
296,Re-engineered
297,leading edge
298,Programmable
299,Function-based
300,tangible
301,dedicated
302,heuristic
303,hybrid
304,uniform
305,architecture
306,exuding
307,De-engineered
308,utilisation
309,User-friendly
310,zero administration
311,Decentralized
312,Multi-channelled
313,neural-net
314,mission-critical
315,artificial intelligence
316,intangible
317,migration
318,groupware
319,modular
320,local area network
321,protocol
322,Persistent
323,Secured
324,systemic
325,static
326,software
327,multi-tasking
328,Self-enabling
329,Progressive
330,Quality-focused
331,holistic
332,transitional
333,disintermediate
334,client-driven
335,Automated
336,intermediate
337,Devolved
338,Customizable
339,Balanced
340,User-friendly
341,bandwidth-monitored
342,fault-tolerant
343,De-engineered
344,Cross-platform
345,Open-architected
346,Programmable
347,adapter
348,Team-oriented
349,migration
350,migration
351,Expanded
352,access
353,emulation
354,Virtual
355,circuit
356,Ergonomic
357,Universal
358,Digitized
359,framework
360,pricing structure
361,Stand-alone
362,Inverse
363,responsive
364,multimedia
365,pricing structure
366,systematic
367,pricing structure
368,Function-based
369,artificial intelligence
370,foreground
371,full-range
372,Balanced
373,optimizing
374,Horizontal
375,hardware
376,explicit
377,Triple-buffered
378,eco-centric
379,forecast
380,mobile
381,foreground
382,Seamless
383,client-driven
384,Down-sized
385,Polarised
386,pricing structure
387,Monitored
388,Graphic Interface
389,mission-critical
390,Multi-channelled
391,Up-sized
392,Open-source
393,web-enabled
394,Grass-roots
395,Innovative
396,Reactive
397,Realigned
398,Customer-focused
399,Profound
400,toolset
401,Innovative
402,analyzing
403,Fully-configurable
404,high-level
405,open architecture
406,incremental
407,firmware
408,Intuitive
409,extranet
410,Assimilated
411,national
412,collaboration
413,infrastructure
414,function
415,definition
416,Exclusive
417,static
418,architecture
419,fault-tolerant
420,motivating
421,analyzing
422,disintermediate
423,ability
424,Phased
425,Compatible
426,Open-source
427,software
428,Progressive
429,leading edge
430,4th generation
431,3rd generation
432,bi-directional
433,Down-sized
434,project
435,capability
436,groupware
437,mobile
438,service-desk
439,Down-sized
440,capability
441,motivating
442,De-engineered
443,Optional
444,Organized
445,data-warehouse
446,coherent
447,homogeneous
448,utilisation
449,encryption
450,optimal
451,policy
452,Organized
453,knowledge base
454,alliance
455,software
456,adapter
457,Configurable
458,Devolved
459,hub
460,leading edge
461,firmware
462,initiative
463,Synergized
464,Team-oriented
465,empowering
466,product
467,Assimilated
468,intermediate
469,mission-critical
470,success
471,intranet
472,intangible
473,infrastructure
474,Cross-group
475,stable
476,Synergized
477,Cross-platform
478,hardware
479,leading edge
480,Open-architected
481,client-server
482,systematic
483,projection
484,Balanced
485,extranet
486,analyzing
487,needs-based
488,installation
489,clear-thinking
490,Mandatory
491,Reactive
492,Compatible
493,toolset
494,Centralized
495,full-range
496,Customizable
497,Intuitive
498,Intuitive
499,policy
500,Enterprise-wide
501,4th generation
502,Reactive
503,mobile
504,foreground
505,Proactive
506,Monitored
507,bottom-line
508,Multi-layered
509,analyzing
510,emulation
511,client-driven
512,Up-sized
513,De-engineered
514,Mandatory
515,non-volatile
516,Streamlined
517,success
518,standardization
519,Future-proofed
520,Advanced
521,systemic
522,encoding
523,Mandatory
524,synergy
525,local
526,Intuitive
527,bottom-line
528,Reverse-engineered
529,complexity
530,content-based
531,hybrid
532,project
533,human-resource
534,tangible
535,extranet
536,model
537,system engine
538,success
539,customer loyalty
540,Universal
541,Fundamental
542,Up-sized
543,matrices
544,Diverse
545,responsive
546,success
547,bi-directional
548,Business-focused
549,Decentralized
550,capacity
551,capacity
552,Inverse
553,executive
554,system-worthy
555,Networked
556,service-desk
557,local
558,User-centric
559,Public-key
560,Devolved
561,Team-oriented
562,zero defect
563,projection
564,Exclusive
565,hierarchy
566,stable
567,web-enabled
568,Devolved
569,24 hour
570,Organic
571,Compatible
572,complexity
573,Robust
574,moderator
575,scalable
576,Upgradable
577,support
578,Right-sized
579,Enhanced
580,knowledge user
581,Virtual
582,Streamlined
583,forecast
584,Self-enabling
585,Secured
586,moderator
587,Grass-roots
588,artificial intelligence
589,Robust
590,database
591,Focused
592,client-driven
593,core
594,Reduced
595,Phased
596,Expanded
597,Public-key
598,throughput
599,Extended
600,archive
601,logistical
602,software
603,foreground
604,zero tolerance
605,local area network
606,data-warehouse
607,logistical
608,Mandatory
609,matrices
610,encryption
611,Universal
612,Seamless
613,Devolved
