id,first_name
1,Balanced
2,Diverse
3,local area network
4,info-mediaries
5,Inverse
6,Programmable
7,uniform
8,system engine
9,Exclusive
10,system engine
11,Multi-layered
12,discrete
13,function
14,Networked
15,Decentralized
16,Implemented
17,interactive
18,Diverse
19,Business-focused
20,exuding
21,Face to face
22,system-worthy
23,Synergized
24,secured line
25,matrix
26,workforce
27,Configurable
28,cohesive
29,Quality-focused
30,object-oriented
31,bottom-line
32,background
33,Automated
34,Progressive
35,even-keeled
36,info-mediaries
37,upward-trending
38,conglomeration
39,Reduced
40,Expanded
41,Graphic Interface
42,maximized
43,groupware
44,full-range
45,interface
46,zero administration
47,Grass-roots
48,Face to face
49,product
50,standardization
51,asymmetric
52,product
53,optimizing
54,Compatible
55,User-centric
56,Organized
57,Extended
58,utilisation
59,Optimized
60,multi-state
61,incremental
62,ability
63,Multi-channelled
64,hardware
65,Reactive
66,Reactive
67,Monitored
68,Team-oriented
69,value-added
70,Synchronised
71,multi-state
72,transitional
73,forecast
74,local area network
75,dedicated
76,parallelism
77,Up-sized
78,encoding
79,Profit-focused
80,Robust
81,utilisation
82,concept
83,mission-critical
84,info-mediaries
85,emulation
86,bandwidth-monitored
87,system engine
88,grid-enabled
89,Universal
90,clear-thinking
91,Persevering
92,national
93,Visionary
94,hub
95,utilisation
96,incremental
97,5th generation
98,focus group
99,multi-state
100,Polarised
101,impactful
102,Sharable
103,Function-based
104,frame
105,algorithm
106,secondary
107,high-level
108,contextually-based
109,Profit-focused
110,global
111,Function-based
112,paradigm
113,24 hour
114,groupware
115,solution
116,benchmark
117,migration
118,solution-oriented
119,solution-oriented
120,moderator
121,Synchronised
122,emulation
123,Up-sized
124,Re-engineered
125,Streamlined
126,Triple-buffered
127,contingency
128,logistical
129,artificial intelligence
130,protocol
131,forecast
132,monitoring
133,didactic
134,object-oriented
135,intangible
136,Centralized
137,Expanded
138,Inverse
139,knowledge base
140,paradigm
141,De-engineered
142,data-warehouse
143,intermediate
144,client-server
145,success
146,intermediate
147,moderator
148,user-facing
149,Centralized
150,extranet
151,coherent
152,next generation
153,Re-contextualized
154,productivity
155,interactive
156,knowledge user
157,dynamic
158,solution
159,logistical
160,zero administration
161,protocol
162,tangible
163,challenge
164,Virtual
165,hybrid
166,time-frame
167,Virtual
168,matrix
169,Vision-oriented
170,national
171,leading edge
172,real-time
173,Profound
174,Re-contextualized
175,Switchable
176,conglomeration
177,Digitized
178,customer loyalty
179,ability
180,structure
181,regional
182,Cross-platform
183,content-based
184,asynchronous
185,scalable
186,content-based
187,local area network
188,Decentralized
189,circuit
190,content-based
191,frame
192,Programmable
193,value-added
194,disintermediate
195,project
196,tangible
197,next generation
198,hierarchy
199,24 hour
200,3rd generation
201,demand-driven
202,mission-critical
203,User-centric
204,Optimized
205,process improvement
206,Fundamental
207,directional
208,Diverse
209,foreground
210,challenge
211,Horizontal
212,uniform
213,info-mediaries
214,utilisation
215,pricing structure
216,content-based
217,intangible
218,Cloned
219,Customizable
220,intangible
221,Persevering
222,Reverse-engineered
223,Extended
224,Digitized
225,Visionary
226,Enhanced
227,interactive
228,knowledge base
229,focus group
230,website
231,adapter
232,analyzer
233,modular
234,User-centric
235,secondary
236,neural-net
237,Enterprise-wide
238,Synergized
239,reciprocal
240,24 hour
241,directional
242,user-facing
243,Robust
244,Multi-channelled
245,protocol
246,Balanced
247,demand-driven
248,Assimilated
249,challenge
250,uniform
251,Horizontal
252,didactic
253,access
254,Integrated
255,application
256,responsive
257,website
258,function
259,Down-sized
260,motivating
261,knowledge user
262,time-frame
263,fault-tolerant
264,User-centric
265,modular
266,core
267,methodology
268,real-time
269,Front-line
270,coherent
271,solution-oriented
272,Function-based
273,info-mediaries
274,time-frame
275,even-keeled
276,content-based
277,national
278,Automated
279,Triple-buffered
280,neutral
281,circuit
282,mission-critical
283,Universal
284,regional
285,Universal
286,logistical
287,Synergized
288,Customer-focused
289,disintermediate
290,Multi-tiered
291,methodical
292,Multi-layered
293,intranet
294,flexibility
295,Managed
296,tangible
297,toolset
298,product
299,solution-oriented
300,definition
301,function
302,data-warehouse
303,Open-architected
304,logistical
305,local
306,migration
307,conglomeration
308,incremental
309,Devolved
310,solution-oriented
311,Networked
312,internet solution
313,mission-critical
314,Face to face
315,matrices
316,foreground
317,Team-oriented
318,Advanced
319,User-friendly
320,intermediate
321,Intuitive
322,context-sensitive
323,optimizing
324,multi-state
325,framework
326,Cross-group
327,systematic
328,mission-critical
329,multi-tasking
330,paradigm
331,Realigned
332,Pre-emptive
333,emulation
334,artificial intelligence
335,contingency
336,mobile
337,attitude-oriented
338,Synergized
339,Upgradable
340,motivating
341,Enhanced
342,groupware
343,flexibility
344,encryption
345,frame
346,6th generation
347,transitional
348,3rd generation
349,Enterprise-wide
350,mission-critical
351,application
352,regional
353,budgetary management
354,function
355,ability
356,Managed
357,process improvement
358,functionalities
359,fault-tolerant
360,encoding
361,multimedia
362,encryption
363,static
364,multi-tasking
365,attitude-oriented
366,explicit
367,local
368,paradigm
369,24 hour
370,application
371,Up-sized
372,support
373,human-resource
374,encompassing
375,model
376,algorithm
377,core
378,Cross-group
379,flexibility
380,Persevering
381,Total
382,Switchable
383,encompassing
384,Realigned
385,discrete
386,Focused
387,composite
388,Right-sized
389,knowledge user
390,Customizable
391,focus group
392,circuit
393,Monitored
394,user-facing
395,Robust
396,Implemented
397,Face to face
398,responsive
399,concept
400,global
401,task-force
402,tertiary
403,Inverse
404,Automated
405,Horizontal
406,directional
407,Switchable
408,matrix
409,tangible
410,dynamic
411,Ergonomic
412,data-warehouse
413,Persevering
414,system-worthy
415,circuit
416,didactic
417,intangible
418,needs-based
419,Polarised
420,policy
421,context-sensitive
422,orchestration
423,uniform
424,Customer-focused
425,holistic
426,strategy
427,time-frame
428,ability
429,executive
430,Realigned
431,success
432,high-level
433,Balanced
434,human-resource
435,3rd generation
436,approach
437,Optional
438,Face to face
439,complexity
440,Vision-oriented
441,Enterprise-wide
442,Integrated
443,Automated
444,Intuitive
445,User-friendly
446,Pre-emptive
447,incremental
448,intermediate
449,Innovative
450,frame
451,heuristic
452,success
453,mission-critical
454,complexity
455,solution-oriented
456,5th generation
457,Future-proofed
458,benchmark
459,knowledge base
460,Future-proofed
461,6th generation
462,leverage
463,architecture
464,transitional
465,Mandatory
466,Compatible
467,model
468,well-modulated
469,Proactive
470,synergy
471,encompassing
472,impactful
473,function
474,scalable
475,groupware
476,Upgradable
477,multimedia
478,secondary
479,Up-sized
480,zero tolerance
481,interactive
482,explicit
483,system-worthy
484,Organic
485,Robust
486,tertiary
487,capability
488,Reduced
489,Innovative
490,Operative
491,hybrid
492,contextually-based
493,throughput
494,intranet
495,even-keeled
496,circuit
497,Implemented
498,high-level
499,Re-engineered
500,mission-critical
501,leading edge
502,Fundamental
503,strategy
504,process improvement
505,Customizable
506,Up-sized
507,fault-tolerant
508,Open-source
509,Universal
510,empowering
511,even-keeled
512,focus group
513,multi-state
514,Focused
515,pricing structure
516,strategy
517,throughput
518,multi-state
519,projection
520,Polarised
521,flexibility
522,scalable
523,Devolved
524,scalable
525,holistic
526,multi-state
527,Proactive
528,flexibility
529,Expanded
530,paradigm
531,tangible
532,human-resource
533,empowering
534,Cross-platform
535,Organized
536,data-warehouse
537,collaboration
538,Business-focused
539,Enterprise-wide
540,zero administration
541,multimedia
542,mobile
543,Multi-layered
544,homogeneous
545,open system
546,fault-tolerant
547,bottom-line
548,synergy
549,access
550,concept
551,Realigned
552,firmware
553,Ergonomic
554,encompassing
555,forecast
556,concept
557,analyzer
558,analyzer
559,Profit-focused
560,throughput
561,Mandatory
562,Future-proofed
563,coherent
564,database
565,customer loyalty
566,User-centric
567,software
568,Multi-lateral
569,uniform
570,optimal
571,moratorium
572,mobile
573,composite
574,Pre-emptive
575,Enterprise-wide
576,artificial intelligence
577,optimal
578,leading edge
579,Robust
580,infrastructure
581,intangible
582,uniform
583,core
584,approach
585,Configurable
586,uniform
587,Centralized
588,Monitored
589,stable
590,next generation
591,attitude
592,regional
593,directional
594,encompassing
595,Total
596,Total
597,dynamic
598,moratorium
599,fault-tolerant
600,tertiary
601,Programmable
602,application
603,Future-proofed
604,didactic
605,tangible
606,Sharable
607,circuit
608,upward-trending
609,well-modulated
610,Up-sized
611,24 hour
612,Configurable
613,Operative
614,eco-centric
615,utilisation
616,service-desk
617,tangible
618,Fundamental
619,Open-architected
