id,topic
1,Cross-group
2,Versatile
3,neutral
4,Customer-focused
5,needs-based
6,algorithm
7,discrete
8,artificial intelligence
9,benchmark
10,forecast
11,methodical
12,Mandatory
13,Right-sized
14,Re-engineered
15,static
16,secondary
17,Programmable
18,hierarchy
19,Progressive
20,hub
21,maximized
22,24 hour
23,definition
24,leverage
25,Optional
26,productivity
27,protocol
28,Total
29,Synchronised
30,approach
31,Configurable
32,neural-net
33,maximized
34,5th generation
35,encoding
36,Phased
37,alliance
38,bottom-line
39,Vision-oriented
40,real-time
41,alliance
42,info-mediaries
43,Vision-oriented
44,Persevering
45,Vision-oriented
46,success
47,core
48,radical
49,contingency
50,application
51,Pre-emptive
52,Devolved
53,Enterprise-wide
54,neutral
55,fresh-thinking
56,Programmable
57,monitoring
58,empowering
59,Ameliorated
60,throughput
61,knowledge base
62,context-sensitive
63,data-warehouse
64,Total
65,exuding
66,encoding
67,adapter
68,Customer-focused
69,ability
70,Multi-layered
71,database
72,paradigm
73,high-level
74,contextually-based
75,focus group
76,Fundamental
77,support
78,functionalities
79,software
80,hub
81,global
82,3rd generation
83,optimal
84,success
85,upward-trending
86,leverage
87,transitional
88,migration
89,customer loyalty
90,process improvement
91,database
92,upward-trending
93,attitude-oriented
94,Phased
95,non-volatile
96,fresh-thinking
97,Distributed
98,hierarchy
99,Virtual
100,Implemented
101,well-modulated
102,Business-focused
103,info-mediaries
104,Re-contextualized
105,motivating
106,Object-based
107,hardware
108,mobile
109,toolset
110,well-modulated
111,Exclusive
112,Universal
113,optimal
114,logistical
115,Focused
116,tertiary
117,analyzer
118,client-server
119,time-frame
120,system-worthy
121,approach
122,methodology
123,database
124,alliance
125,Profound
126,infrastructure
127,grid-enabled
128,eco-centric
129,Quality-focused
130,open system
131,support
132,mobile
133,high-level
134,Front-line
135,interface
136,encoding
137,groupware
138,productivity
139,help-desk
140,groupware
141,project
142,intermediate
143,Inverse
144,Intuitive
145,motivating
146,product
147,portal
148,intangible
149,Polarised
150,holistic
151,tertiary
152,matrix
153,toolset
154,optimal
155,task-force
156,Grass-roots
157,eco-centric
158,moratorium
159,time-frame
160,content-based
161,circuit
162,Sharable
163,Front-line
164,Devolved
165,Ergonomic
166,Fundamental
167,Face to face
168,benchmark
169,Multi-lateral
170,secondary
171,grid-enabled
172,systematic
173,pricing structure
174,grid-enabled
175,zero tolerance
176,methodical
177,Operative
178,moderator
179,dedicated
180,interface
181,web-enabled
182,Fundamental
183,well-modulated
184,contingency
185,Ameliorated
186,budgetary management
187,radical
188,Fully-configurable
189,Graphical User Interface
190,focus group
191,well-modulated
192,website
193,strategy
194,Configurable
195,help-desk
196,synergy
197,workforce
198,neural-net
199,matrices
200,Grass-roots
201,Re-engineered
202,projection
203,zero tolerance
204,encoding
205,forecast
206,impactful
207,asymmetric
208,zero tolerance
209,Team-oriented
210,Synergized
211,tertiary
212,structure
213,Cross-platform
214,array
215,systematic
216,workforce
217,composite
218,intangible
219,capability
220,website
221,Enterprise-wide
222,Right-sized
223,throughput
224,knowledge base
225,focus group
226,data-warehouse
227,policy
228,Profound
229,interactive
230,implementation
231,multi-tasking
232,impactful
233,installation
234,5th generation
235,Business-focused
236,forecast
237,Realigned
238,upward-trending
239,frame
240,high-level
241,zero tolerance
242,6th generation
243,executive
244,heuristic
245,Multi-channelled
246,Front-line
247,Implemented
248,projection
249,artificial intelligence
250,matrix
251,analyzer
252,Pre-emptive
253,paradigm
254,frame
255,budgetary management
256,Polarised
257,Up-sized
258,synergy
259,secured line
260,Function-based
261,Seamless
262,Stand-alone
263,Configurable
264,flexibility
265,heuristic
266,software
267,transitional
268,flexibility
269,methodical
270,Face to face
271,multi-state
272,solution
273,portal
274,database
275,Inverse
276,architecture
277,client-driven
278,framework
279,local area network
280,Reverse-engineered
281,holistic
282,process improvement
283,Stand-alone
284,content-based
285,Digitized
286,internet solution
287,application
288,zero administration
289,mobile
290,coherent
291,Vision-oriented
292,logistical
293,matrices
294,Compatible
295,productivity
296,De-engineered
297,modular
298,foreground
299,Progressive
300,national
301,asymmetric
302,conglomeration
303,customer loyalty
304,forecast
305,3rd generation
306,3rd generation
307,secondary
308,toolset
309,upward-trending
310,process improvement
311,User-centric
312,fault-tolerant
313,tangible
314,transitional
315,mission-critical
316,Future-proofed
317,Fully-configurable
318,internet solution
319,dynamic
320,holistic
321,Graphic Interface
322,neutral
323,process improvement
324,hub
325,definition
326,success
327,asynchronous
328,conglomeration
329,global
330,core
331,bottom-line
332,interface
333,Versatile
334,reciprocal
335,definition
336,bandwidth-monitored
337,zero defect
338,Implemented
339,pricing structure
340,explicit
341,actuating
342,human-resource
343,hybrid
344,multi-tasking
345,Front-line
346,web-enabled
347,Profound
348,Customer-focused
349,customer loyalty
350,attitude
351,collaboration
352,Polarised
353,24/7
354,tertiary
355,non-volatile
356,next generation
357,projection
358,Diverse
359,database
360,Multi-lateral
361,secondary
362,functionalities
363,asynchronous
364,Quality-focused
365,Self-enabling
366,concept
367,interactive
368,Inverse
369,toolset
